delta time, euler x , euler y , euler z
Min x, Max x, Min y, Max y, Min z, Max z
0.01999999,0,0,0


0.03999998,-0.6,-0.23,5.35


0.09420988,-0.6,-0.23,5.35


0.1860098,-0.6,-0.23,5.35


0.1998779,-0.6,-0.23,5.35


0.2171118,-0.6,-0.23,5.35


0.2331049,-0.6,-0.23,5.35


0.2525776,-0.6,-0.23,5.35


0.2658148,-0.6,-0.23,5.35


0.282229,-0.6,-0.23,5.35


0.3007199,-0.6,-0.23,5.35


0.3184045,-0.6,-0.23,5.35


0.3315553,-0.6,-0.23,5.35


0.3472675,-0.6,-0.23,5.35


0.3646204,-0.6,-0.22,5.35


0.3825528,-0.6,-0.22,5.35


0.3980754,-0.6,-0.22,5.35


0.4228461,-0.6,-0.23,5.35


0.434532,-0.6,-0.23,5.35


0.4546067,-0.6,-0.22,5.34


0.4682377,-0.6,-0.22,5.34


0.4853497,-0.6,-0.22,5.34


0.4986971,-0.6,-0.22,5.35


0.5169785,-0.6,-0.22,5.35


0.5317314,-0.6,-0.21,5.35


0.5500049,-0.6,-0.21,5.35


0.5608494,-0.6,-0.22,5.35


0.578638,-0.6,-0.22,5.35


0.5950168,-0.6,-0.22,5.35


0.6128447,-0.6,-0.22,5.35


0.6249837,-0.6,-0.22,5.35


0.6394835,-0.6,-0.22,5.35


0.653528,-0.6,-0.22,5.35


0.6668205,-0.6,-0.22,5.35


0.6831536,-0.6,-0.22,5.35


0.6983791,-0.6,-0.22,5.35


0.7160187,-0.6,-0.22,5.35


0.7317623,-0.6,-0.22,5.35


0.7514495,-0.59,-0.22,5.35


0.7644182,-0.59,-0.22,5.35


0.779222,-0.59,-0.22,5.35


0.7942973,-0.59,-0.22,5.35


0.8160833,-0.6,-0.22,5.35


0.8264186,-0.6,-0.22,5.35


0.8444201,-0.6,-0.22,5.35


0.8658133,-0.6,-0.22,5.35


0.8772925,-0.6,-0.22,5.35


0.8936603,-0.6,-0.22,5.35


0.9141082,-0.6,-0.22,5.35


0.9259583,-0.6,-0.22,5.35


0.9404989,-0.6,-0.22,5.35


0.9554005,-0.6,-0.22,5.35


0.9699371,-0.6,-0.22,5.35


0.983013,-0.6,-0.22,5.35


0.9979905,-0.6,-0.22,5.35


1.012474,-0.59,-0.22,5.35


1.027412,-0.59,-0.22,5.35


1.055405,-0.6,-0.22,5.35


1.077971,-0.6,-0.22,5.35


1.100137,-0.6,-0.22,5.35


