Elapsed Time (secs) , euler x , euler y , euler z , quat x , quat y , quat z , quat w
0.01999999,0,0,0,0,0,0,1


0.03999998,-0.42,-0.24,-1.59,-0.01386712,-0.003635763,-0.002145032,0.9998949


0.2120522,-0.42,-0.24,-1.6,-0.01395438,-0.003635576,-0.002145349,0.9998937


0.2952743,-0.42,-0.23,-1.6,-0.0139547,-0.003636795,-0.002058092,0.9998939


0.3306199,-0.42,-0.23,-1.6,-0.0139547,-0.003636795,-0.002058092,0.9998939


0.3678825,-0.43,-0.23,-1.6,-0.01395452,-0.003724052,-0.00205931,0.9998936


0.4015436,-0.42,-0.23,-1.6,-0.0139547,-0.003636795,-0.002058092,0.9998939


0.4490567,-0.42,-0.23,-1.6,-0.0139547,-0.003636795,-0.002058092,0.9998939


0.4855067,-0.42,-0.23,-1.59,-0.01386745,-0.003636974,-0.002057775,0.9998951


0.5278652,-0.42,-0.23,-1.59,-0.01386745,-0.003636974,-0.002057775,0.9998951


0.5642095,-0.41,-0.24,-1.59,-0.01386731,-0.003548506,-0.002143822,0.9998953


0.605212,-0.38,-0.26,-1.65,-0.01439083,-0.003283098,-0.002316426,0.9998884


0.6404455,-0.42,-0.23,-1.34,-0.01168598,-0.003641455,-0.002049835,0.9999229


0.6776801,-0.4,-0.24,-1.02,-0.008893677,-0.003471863,-0.002125368,0.9999521


0.7145329,-0.36,-0.27,-1.18,-0.01028978,-0.00311715,-0.002388406,0.9999393


0.7526007,-0.25,-0.43,-1.91,-0.01665878,-0.002118799,-0.003788281,0.9998518


0.7875215,-0.54,-0.81,-3.02,-0.02631717,-0.004524354,-0.007190167,0.9996176


0.8229774,-0.87,-1.04,-3.85,-0.03352005,-0.007282661,-0.009325222,0.999368


0.8586526,-1.2,-1.97,-3.95,-0.03427654,-0.009871601,-0.01754033,0.9992097


0.8941959,-1.36,-3.75,-3.55,-0.03056775,-0.01084252,-0.03306849,0.9989267


0.9328996,-1.37,-5.58,-3.38,-0.02887305,-0.01050043,-0.04900296,0.9983259


0.9713411,-1.2,-6.11,-3.59,-0.03071949,-0.008782489,-0.05359302,0.9980515


1.008749,-0.91,-5.66,-3.65,-0.03141515,-0.006355139,-0.04959873,0.9982548


1.043401,-0.97,-4.35,-2.33,-0.01999512,-0.007685303,-0.03811457,0.9990437


1.085105,-1.41,-2.65,0.62,0.005693152,-0.01242589,-0.02305491,0.9996407


1.156704,-2.57,-1.12,9.98,0.08717419,-0.02318946,-0.007783669,0.9958928


1.233125,-3.32,-1.99,16.64,0.1451168,-0.03117092,-0.01298404,0.9888381


1.274389,-3.46,-2.67,19.45,0.1694899,-0.0336814,-0.01785455,0.9847944


1.322563,-3.57,-2.8,20.4,0.177695,-0.03497211,-0.01851999,0.9832896


1.368729,-4.11,-3.13,23.24,0.2021745,-0.04060824,-0.01951408,0.9783127


1.413943,-4.04,-3.01,23.05,0.2005095,-0.03976995,-0.01867861,0.9787059


1.457257,-4.07,-2.9,22.74,0.1978375,-0.03978744,-0.01779397,0.9792653


1.495094,-4.02,-3.01,21.95,0.1911022,-0.03941767,-0.01909286,0.9805924


1.540542,-3.56,-3.4,20.1,0.1752539,-0.03574627,-0.02377881,0.9835868


1.584755,-3.23,-4,18.87,0.1647339,-0.03350389,-0.02979647,0.9853184


1.629409,-3.43,-4.08,19.18,0.167467,-0.0354187,-0.03010127,0.9847814


1.670578,-4.02,-3.98,20.44,0.1784108,-0.04065403,-0.02793374,0.9827189


1.711186,-4.4,-3.89,21.27,0.18559,-0.04396577,-0.0262521,0.9812921


1.747942,-4.56,-3.87,21.58,0.1882745,-0.04537362,-0.02569894,0.9807311


1.788766,-4.62,-3.76,21.42,0.1868864,-0.04567445,-0.02472224,0.9810076


1.831159,-4.49,-3.77,20.91,0.182493,-0.0444658,-0.02521805,0.9818774


1.868889,-4.33,-3.67,20.34,0.1775436,-0.04281472,-0.0248288,0.9828676


1.90739,-3.9,-3.73,18.65,0.1629476,-0.03883019,-0.02658529,0.9855118


1.944862,-3.05,-3.81,15.47,0.1353461,-0.03082897,-0.02934834,0.9898837


1.984649,-1.87,-4.01,10.87,0.09521421,-0.01954818,-0.03328014,0.9947083


2.023816,-0.3,-4.25,4.31,0.037674,-0.004008645,-0.03695502,0.9985985


2.065872,0.5,-4.41,0.71,0.006023357,0.00412161,-0.03850092,0.9992319


2.104381,1.19,-4.66,-2.78,-0.02465839,0.01135903,-0.04038911,0.9988151


2.186672,2.03,-4.94,-6.67,-0.05887283,0.02017442,-0.041987,0.9971781


2.252919,2.25,-4.92,-6.97,-0.06156066,0.02218793,-0.0416419,0.9969875


2.278347,2.24,-4.9,-6.53,-0.05772544,0.02193106,-0.04155776,0.9972261


2.308581,2.22,-4.9,-6.1,-0.05397572,0.02160088,-0.04164919,0.9974394


2.337206,2.21,-4.91,-5.9,-0.05223263,0.02144552,-0.04177844,0.9975301


2.367826,2.2,-4.8,-5.37,-0.04759825,0.02112085,-0.04092346,0.9978045


2.400339,2.19,-4.6,-4.81,-0.04268763,0.02076171,-0.03928785,0.9980997


2.426659,2.28,-4.05,-4.32,-0.03836171,0.02120043,-0.03455407,0.9984412


2.458771,2.54,-3.03,-4.14,-0.03668456,0.0230964,-0.02561462,0.9987315


2.486815,2.76,-2.18,-4.16,-0.03673562,0.02475323,-0.01813096,0.9988539


2.512661,3.58,1.11,-4.69,-0.04059235,0.03081255,0.01095161,0.9986405


2.544965,4.68,6.99,-5.36,-0.0441456,0.0378608,0.06274952,0.9963334


2.572772,5.61,14.27,-5.74,-0.04355203,0.04228545,0.1263345,0.9901287


2.60571,6.73,21.45,-5.47,-0.03589155,0.04874101,0.1883148,0.9802416


2.63665,7.25,24.27,-5.01,-0.02936606,0.0525847,0.2122964,0.9753475


2.662276,7.82,28.5,-4.1,-0.01781595,0.05726419,0.2477874,0.9669564


2.692531,7.68,30.07,-3.49,-0.01197815,0.05676632,0.2606761,0.9636815


2.722461,7.9,30.72,-2.87,-0.005849992,0.05978684,0.2658344,0.9621451


2.756696,8.43,31.07,-1.91,0.003667569,0.06635248,0.2682458,0.9610558


2.784817,8.68,31.12,-1.42,0.008394888,0.06958134,0.268361,0.9607655


2.818194,8.83,30.86,-0.79,0.0138551,0.07237486,0.2657767,0.9612141


2.842705,8.61,30.16,-0.48,0.01549638,0.0713934,0.2597348,0.9629126


2.872511,8.33,29.01,-0.16,0.01684277,0.06996511,0.249901,0.9655935


2.901383,8.27,27.06,0.4,0.02025454,0.0709197,0.2330993,0.9696519


2.927356,8.31,25.65,0.76,0.0225325,0.07211408,0.2209171,0.9723618


2.95582,8.42,21.14,1.63,0.02741,0.07476142,0.1818967,0.9800883


2.988288,8.59,15.12,2.39,0.03046677,0.07696067,0.129618,0.9881032


3.01675,8.66,7,2.79,0.02883802,0.07681967,0.05902161,0.9948786


3.042285,8.66,7,2.79,0.02883802,0.07681967,0.05902161,0.9948786


3.069687,8.09,-1.97,2.68,0.02211128,0.07010923,-0.01879249,0.9971172


3.096397,7.61,-6.54,2.06,0.01412239,0.06521912,-0.05809731,0.9960782


3.12237,6.24,-14.22,0.48,-0.002586263,0.05349066,-0.1238164,0.990859


3.152062,4.6,-21.31,-0.02,-0.007591546,0.0394721,-0.184739,0.9819653


3.218852,3.21,-28.55,-0.22,-0.00876616,0.02761721,-0.2464269,0.9687282


3.287907,2.46,-35.71,-0.81,-0.013308,0.02259827,-0.3063864,0.9515459


3.315141,2.38,-37.1,-0.8,-0.01322391,0.02190896,-0.3179183,0.9477727


3.349519,2.2,-38.08,-0.67,-0.01178857,0.02005391,-0.3260564,0.945064


3.377865,2.09,-38.26,-0.56,-0.01059291,0.01883158,-0.32757,0.9445798


3.405628,1.82,-38.86,-0.3,-0.007751734,0.01584806,-0.3325727,0.9429126


3.437592,1.56,-39.67,0,-0.004619112,0.01280553,-0.3392811,0.9405864


3.465133,0.82,-40.96,0.63,0.002646506,0.004779893,-0.349903,0.93677


3.494939,-0.28,-42.78,1.48,0.01291653,-0.006985261,-0.3646534,0.9310275


3.532655,-0.28,-42.78,1.48,0.01291653,-0.006985261,-0.3646534,0.9310275


3.572512,-1.28,-45.42,2.53,0.02467504,-0.0188239,-0.3857214,0.9220932


3.609645,-1.62,-47.31,2.81,0.02812734,-0.02278192,-0.4007503,0.915472


3.640138,-1.89,-48.82,3.1,0.03144136,-0.02618984,-0.4126497,0.9099702


3.670855,-1.86,-49.66,3.23,0.0323877,-0.02655798,-0.4192901,0.9068856


3.698438,-1.85,-50.06,3.28,0.03275579,-0.02672862,-0.4224457,0.9054018


3.727678,-2.01,-50.8,3.46,0.03478709,-0.02878436,-0.4281954,0.9025575


3.759115,-1.98,-51.03,3.5,0.034995,-0.02873798,-0.4300061,0.9016897


3.788023,-1.82,-50.79,3.39,0.03352555,-0.02702448,-0.4281903,0.902662


3.817949,-1.72,-50.45,3.27,0.03220251,-0.02573081,-0.4255652,0.9039885


3.843501,-1.68,-50.44,3.27,0.03205386,-0.02541355,-0.4254975,0.9040346


3.870515,-1.65,-50.3,3.27,0.03194138,-0.02515282,-0.4244006,0.9045614


3.897468,-1.55,-49.59,3.22,0.03117386,-0.02405581,-0.418824,0.9072133


3.92464,-1.27,-48.96,3.08,0.02904815,-0.0212183,-0.4139294,0.9095979


3.958847,-0.63,-47.97,2.74,0.02407812,-0.0147403,-0.406255,0.9133235


3.992579,-0.35,-47.48,2.6,0.02199679,-0.01192873,-0.402418,0.915114


4.021234,0.11,-46.72,2.36,0.01852487,-0.007284377,-0.396441,0.9178444


4.0524,0.61,-46.1,2.02,0.01413551,-0.002003962,-0.3915542,0.9200442


4.081205,1.23,-45.26,1.66,0.009240068,0.004332663,-0.3848597,0.9229187


4.109387,1.8,-44.63,1.32,0.004691308,0.01015686,-0.3797937,0.9250035


4.140368,2,-44.53,1.2,0.003077351,0.01218323,-0.3789816,0.9253188


4.17082,2.38,-44.25,0.93,-0.0003050685,0.01618209,-0.376691,0.9261975


4.242755,2.91,-44.04,0.54,-0.005152842,0.02177306,-0.3749161,0.9267887


4.306869,3.15,-43.93,0.45,-0.006640037,0.02402188,-0.3739961,0.9270954


4.333612,3.17,-43.88,0.44,-0.006774395,0.02422239,-0.3735883,0.9272536


4.361141,3.18,-43.84,0.44,-0.006797512,0.02430817,-0.373264,0.9273817


4.394678,3.2,-43.73,0.48,-0.006512574,0.02435346,-0.372381,0.9277375


4.426668,3.26,-43.61,0.47,-0.006759264,0.02488678,-0.3714038,0.9281132


4.454263,3.25,-43.58,0.48,-0.006638558,0.02477715,-0.3711635,0.9282131


4.482565,3.25,-43.58,0.48,-0.006638558,0.02477715,-0.3711635,0.9282131


4.515553,3.27,-43.55,0.5,-0.006533975,0.0248782,-0.3709237,0.928307


4.547526,3.26,-43.55,0.52,-0.006339585,0.02473245,-0.3709286,0.9283103


4.577305,3.27,-43.55,0.53,-0.006290945,0.02478109,-0.3709303,0.9283087


4.611384,3.32,-43.55,0.49,-0.00677683,0.02531562,-0.3709186,0.9282955


4.643375,3.35,-43.57,0.5,-0.006797947,0.02552368,-0.3710811,0.9282247


4.67625,3.31,-43.6,0.55,-0.006270884,0.02503377,-0.3713374,0.9281393


4.747933,3.22,-43.57,0.64,-0.005242886,0.02401724,-0.3711182,0.9282602


4.818611,3.15,-43.53,0.72,-0.004358399,0.02319669,-0.3708136,0.9284074


4.848725,3.12,-43.47,0.78,-0.003760644,0.02276806,-0.3703406,0.9286093


4.877394,3.1,-43.45,0.82,-0.003367013,0.02247962,-0.370187,0.9286791


4.908758,3.05,-43.42,0.9,-0.002549907,0.02182045,-0.3699607,0.9287876


4.937244,3.04,-43.36,0.95,-0.00209785,0.02158713,-0.3694841,0.9289839


4.964161,3.02,-43.34,0.96,-0.00194748,0.02139581,-0.3693242,0.9290522


4.99331,3,-43.35,0.99,-0.001642196,0.02113542,-0.3694111,0.9290242


5.022345,3,-43.3,1.01,-0.001468018,0.02107874,-0.3690095,0.9291854


5.049406,3.01,-43.25,1.05,-0.001163749,0.02103896,-0.3686113,0.9293448


5.078825,3.02,-43.14,1.09,-0.000844633,0.02100918,-0.3677265,0.9296963


5.110775,3,-43.11,1.12,-0.0005297468,0.02075555,-0.3674887,0.9297962


5.138596,2.96,-43.05,1.18,9.993311E-05,0.02024854,-0.3670127,0.9299955


5.170018,2.94,-43.03,1.22,0.000493467,0.01996148,-0.3668574,0.9300629


5.195786,2.94,-42.98,1.23,0.0005867608,0.01993793,-0.3664534,0.9302226


5.267379,2.92,-42.86,1.31,0.001329345,0.01954064,-0.3654929,0.9306081


5.33819,2.89,-42.89,1.34,0.001661402,0.01919605,-0.3657412,0.9305171


5.363388,2.91,-42.82,1.35,0.001695836,0.01933891,-0.3651748,0.9307366


5.393651,2.91,-42.84,1.37,0.001853395,0.01927161,-0.3653405,0.9306726


5.422062,2.91,-42.83,1.38,0.001937056,0.01924151,-0.365261,0.9307042


5.449758,2.95,-42.85,1.38,0.001804607,0.01956279,-0.3654241,0.9306338


5.480178,2.98,-42.84,1.38,0.001711436,0.01980824,-0.3653433,0.9306605


5.50944,3.06,-42.81,1.37,0.001382813,0.0204953,-0.3650991,0.9307421


5.543242,3.14,-42.76,1.34,0.0008972521,0.02124977,-0.3646883,0.9308867


5.573321,3.14,-42.71,1.37,0.001153989,0.02116351,-0.3642878,0.9310452


5.610933,3.11,-42.72,1.41,0.001571762,0.02079073,-0.364376,0.9310185


5.642171,3.1,-42.72,1.43,0.001766052,0.02064589,-0.3643794,0.93102


5.71448,3.08,-42.66,1.48,0.00225145,0.02033583,-0.3639007,0.931213


5.783961,3.07,-42.57,1.52,0.002631645,0.02014488,-0.3631762,0.9314989


5.852616,3.01,-42.46,1.61,0.00358179,0.01939361,-0.362296,0.9318544


5.881836,2.98,-42.39,1.64,0.003938567,0.01906869,-0.3617309,0.9320792


5.911332,2.95,-42.37,1.68,0.00436374,0.01870241,-0.3615738,0.9321457


5.940196,2.92,-42.37,1.72,0.004783782,0.01833217,-0.361579,0.9321489


5.965129,2.86,-42.37,1.78,0.00546118,0.01765477,-0.3615858,0.9321557


5.991735,2.86,-42.34,1.81,0.005712799,0.01756632,-0.3613464,0.9322487


