delta time, euler x , euler y , euler z
Min x, Max x, Min y, Max y, Min z, Max z
0.01999999,0,0,0


0.03999998,-0.51,-0.22,-0.95


0.2668885,-0.47,-0.24,-0.81


0.3933769,-0.44,-0.27,-1.23


0.4300812,-0.44,-0.26,-1.3


0.4697608,-0.45,-0.26,-1.31


0.5034132,-0.45,-0.25,-1.31


0.5312831,-0.46,-0.25,-1.31


0.5573354,-0.51,-0.24,-1.29


0.5746983,-0.51,-0.24,-1.29


0.6002315,-0.5,-0.24,-1.63


0.6284307,-0.51,-0.24,-1.65


0.654858,-0.51,-0.25,-1.65


0.6741747,-0.51,-0.25,-1.65


0.7379091,-0.51,-0.25,-1.66


0.773567,-0.51,-0.25,-1.66


0.8242416,-0.51,-0.24,-1.66


0.8649331,-0.51,-0.25,-1.66


0.8877916,-0.51,-0.25,-1.66


0.9180223,-0.5,-0.25,-1.66


0.9468829,-0.5,-0.25,-1.66


0.9725743,-0.5,-0.25,-1.66


0.9973939,-0.5,-0.25,-1.66


1.02943,-0.5,-0.25,-1.66


1.069491,-0.5,-0.25,-1.66


1.103096,-0.5,-0.25,-1.66


1.147134,-0.5,-0.25,-1.66


1.193868,-0.5,-0.25,-1.66


1.22271,-0.5,-0.25,-1.66


1.249065,-0.5,-0.25,-1.66


1.277518,-0.5,-0.25,-1.66


1.310745,-0.5,-0.25,-1.66


1.336141,-0.5,-0.25,-1.66


1.36162,-0.5,-0.25,-1.66


1.392126,-0.5,-0.25,-1.66


1.415334,-0.5,-0.25,-1.66


1.44186,-0.5,-0.25,-1.66


1.475201,-0.5,-0.25,-1.66


1.500286,-0.5,-0.25,-1.66


1.527158,-0.5,-0.25,-1.66


1.559042,-0.5,-0.25,-1.66


1.584467,-0.49,-0.25,-1.66


1.610149,-0.49,-0.25,-1.66


1.640352,-0.49,-0.25,-1.66


1.669103,-0.49,-0.25,-1.66


1.695556,-0.49,-0.25,-1.66


1.722782,-0.49,-0.25,-1.66


1.743531,-0.49,-0.25,-1.66


1.770442,-0.49,-0.25,-1.66


1.79875,-0.49,-0.25,-1.66


1.823967,-0.49,-0.25,-1.66


1.851217,-0.49,-0.25,-1.66


1.873965,-0.49,-0.26,-1.66


1.904767,-0.49,-0.26,-1.66


1.927767,-0.49,-0.26,-1.66


1.959352,-0.48,-0.26,-1.65


1.983217,-0.48,-0.26,-1.66


2.005256,-0.48,-0.26,-1.66


2.036487,-0.48,-0.26,-1.66


