delta time, euler x , euler y , euler z
Min x, Max x, Min y, Max y, Min z, Max z
0.01999999,0,0,0


0.03999998,0.57,4.31,34.98


0.2188195,0.85,4.33,34.86


0.3322556,1.24,4.22,34.25


0.4041852,1.54,4.31,33.56


0.4586504,1.73,4.44,32.9


0.4855354,1.79,4.58,32.47


0.5109983,1.67,4.81,32


0.5385877,1.52,4.94,31.68


0.5589141,1.24,5.06,31.24


0.5870525,0.68,5.28,30.43


0.6138827,0.48,5.4,30.14


0.6410295,0.22,5.59,29.73


0.66636,0,5.69,29.16


0.6900039,-0.01,5.68,28.63


0.7189062,0.18,5.58,28.33


0.7461461,0.18,5.58,28.33


0.7799053,0.38,5.39,28.07


0.8087348,0.48,5.3,28.01


0.8360121,0.73,5,28.02


0.8601601,0.73,5,28.02


0.8922535,0.75,4.92,28.1


0.9225776,0.73,4.66,28.14


0.9435623,0.7,4.3,28.13


0.9705976,0.72,3.97,28.06


0.9944032,0.77,3.56,28.01


1.018198,0.89,3.15,28.21


1.048091,0.88,2.91,28.2


1.088696,0.88,2.33,28.3


1.120182,0.86,2,28.4


1.148847,0.78,1.85,28.52


1.16688,0.74,1.83,28.59


1.18305,0.73,1.77,28.68


1.216828,0.74,1.72,28.8


1.250129,0.8,1.53,28.98


1.290702,0.81,1.13,29.14


1.320191,0.81,0.97,29.11


1.350231,0.82,0.7,29.07


1.377417,0.82,0.57,29.03


1.397337,0.82,0.48,29.01


1.425808,0.83,0.34,29.02


1.454676,0.86,0.25,29.05


1.480954,0.89,0.14,29.12


1.51252,0.89,0.07,29.11


1.536821,0.93,-0.07,29.07


1.56329,0.93,-0.25,29.07


1.587268,0.93,-0.35,29.2


1.603382,0.93,-0.35,29.2


1.63661,0.92,-0.38,29.25


1.662582,0.82,-0.5,29.29


1.685776,0.75,-0.62,29.36


1.69836,0.75,-0.62,29.36


1.731268,0.67,-0.76,29.34


1.755471,0.6,-0.88,29.34


1.785883,0.56,-0.93,29.35


1.813111,0.55,-0.94,29.33


1.840197,0.51,-0.93,29.3


1.866057,0.47,-0.86,29.35


1.892403,0.44,-0.78,29.39


1.916745,0.44,-0.78,29.39


1.948242,0.36,-0.68,29.39


1.976773,0.11,-0.54,29.43


2.003977,-0.06,-0.44,29.43


2.034625,-0.66,-0.27,29.45


2.071118,-1.48,-0.15,29.75


2.100117,-2.86,0.26,30.19


2.127434,-2.86,0.26,30.19


