Elapsed Time (secs) , euler x , euler y , euler z , quat x , quat y , quat z , quat w
1.35722,-0.69,0.02,10.53,0.09175961,-0.00597993,0.0007263264,0.995763


1.401716,-0.69,0.04,10.99,0.09575506,-0.005960253,0.0009240531,0.9953867


1.457371,-0.67,0.05,10.81,0.09419103,-0.005779723,0.0009851272,0.9955368


1.499409,-0.68,0.11,9.59,0.08358371,-0.005833074,0.00145259,0.9964826


1.534866,-0.67,0.12,8.61,0.07505832,-0.005751713,0.001483121,0.9971615


1.562894,-0.65,0.1,6.58,0.0573839,-0.005612858,0.001196744,0.9983357


1.59024,-0.63,0.07,4.64,0.0404766,-0.005468525,0.0008329076,0.9991651


1.621068,-0.62,0.06,2.87,0.02503965,-0.005395684,0.0006589211,0.9996716


1.650585,-0.61,0.03,0.86,0.007503346,-0.005321114,0.0003017383,0.9999576


1.686115,-0.6,0.02,-0.09,-0.0007863013,-0.0052361,0.0001704182,0.999986


1.715007,-0.59,0,-1.73,-0.01509633,-0.005148112,-7.772745E-05,0.9998728


1.744968,-0.57,-0.02,-3.3,-0.02879273,-0.00496708,-0.0003176843,0.9995731


1.776897,-0.56,-0.05,-4.86,-0.04239615,-0.004864008,-0.0006431335,0.9990888


1.805722,-0.55,-0.08,-6.3,-0.0549462,-0.004754022,-0.0009608096,0.9984775


1.832579,-0.55,-0.09,-6.99,-0.06095695,-0.00474283,-0.001076521,0.9981285


1.866674,-0.54,-0.11,-8.44,-0.07358096,-0.004628957,-0.001304084,0.9972776


1.899492,-0.53,-0.14,-9.76,-0.08506253,-0.004504406,-0.001610742,0.9963641


1.928628,-0.53,-0.17,-10.72,-0.09340534,-0.004466298,-0.001909073,0.9956164


1.966818,-0.52,-0.19,-11.85,-0.1032179,-0.004342439,-0.002117612,0.994647


1.995795,-0.52,-0.19,-12.09,-0.1053008,-0.004337994,-0.002126703,0.9944286


2.030105,-0.51,-0.2,-12.39,-0.1079037,-0.004236237,-0.002215392,0.9941499


2.061021,-0.51,-0.19,-12.49,-0.1087716,-0.004243796,-0.00213234,0.9940554


2.094571,-0.5,-0.19,-12.5,-0.1088585,-0.004156863,-0.002123211,0.9940463


2.171737,-0.52,-0.19,-11.97,-0.1042594,-0.004340219,-0.002122159,0.9945384


2.247526,-0.57,-0.11,-5.66,-0.04936733,-0.004920705,-0.001204337,0.9987678


2.277907,-0.58,-0.09,-4.63,-0.04038888,-0.005025576,-0.0009891954,0.9991709


2.308774,-0.59,-0.07,-3.25,-0.02835428,-0.005129305,-0.0007566172,0.9995846


2.342202,-0.59,-0.05,-2.57,-0.02242306,-0.005137618,-0.0005516795,0.9997352


2.373497,-0.6,-0.04,-1.81,-0.01579253,-0.005229798,-0.0004317173,0.9998615


2.399704,-0.61,-0.03,-0.58,-0.005059967,-0.005321836,-0.0002887355,0.9999729


2.438477,-0.62,-0.03,0.01,8.868164E-05,-0.005410517,-0.0002613234,0.9999853


2.469996,-0.62,-0.02,0.37,0.003229751,-0.00541103,-0.0001570598,0.9999802


2.500062,-0.61,-0.02,0.32,0.002793412,-0.005323696,-0.0001596645,0.9999819


2.533538,-0.59,-0.03,-0.16,-0.001394896,-0.005148328,-0.0002689846,0.9999858


2.564797,-0.57,-0.01,-2.11,-0.01841152,-0.004971718,-0.0001788359,0.9998181


2.599029,-0.56,-0.01,-3.58,-0.03123551,-0.004881792,-0.0002398716,0.9995001


2.62905,-0.55,-0.02,-5.19,-0.04527446,-0.004786813,-0.0003916594,0.9989631


2.658735,-0.53,-0.03,-6.72,-0.05860762,-0.004601812,-0.0005324215,0.9982704


2.684386,-0.53,-0.03,-6.72,-0.05860762,-0.004601812,-0.0005324215,0.9982704


2.712183,-0.53,-0.05,-7.76,-0.0676643,-0.00458498,-0.0007482948,0.9976974


2.751974,-0.52,-0.05,-8.58,-0.07480193,-0.004492487,-0.0007745571,0.997188


2.785971,-0.51,-0.06,-9.11,-0.07941291,-0.004394935,-0.0008753868,0.9968318


2.815193,-0.5,-0.04,-9.72,-0.08471899,-0.004318048,-0.0007174729,0.9963953


2.845574,-0.5,-0.03,-9.99,-0.08706684,-0.004323944,-0.0006407108,0.9961928


2.875448,-0.49,-0.03,-10.01,-0.08724077,-0.004236899,-0.0006338523,0.996178


2.908854,-0.5,-0.03,-10.02,-0.08732764,-0.004323776,-0.0006418428,0.99617


2.939392,-0.5,-0.03,-9.97,-0.08689297,-0.004324056,-0.0006399562,0.996208


2.974238,-0.5,0,-9.56,-0.08332921,-0.004348134,-0.0003635946,0.9965125


3.009062,-0.5,-0.01,-8.66,-0.07549974,-0.004344266,-0.0004164501,0.9971362


3.038619,-0.5,-0.02,-8.1,-0.07062556,-0.004340087,-0.0004822628,0.9974933


3.07011,-0.51,-0.01,-6.98,-0.06087334,-0.004437008,-0.0003580295,0.9981356


3.144603,-0.54,-0.01,-4.68,-0.04082849,-0.00470488,-0.0002795958,0.999155


3.212588,-0.55,0,-4.47,-0.03899777,-0.004795986,-0.0001871773,0.9992278


3.2417,-0.55,0,-4.48,-0.03908497,-0.004795969,-0.0001875958,0.9992244


3.274462,-0.55,-0.01,-4.51,-0.03934615,-0.004792487,-0.0002760493,0.9992141


3.30376,-0.54,-0.01,-4.67,-0.04074129,-0.004704904,-0.0002791852,0.9991586


3.333275,-0.54,-0.01,-4.95,-0.04318257,-0.004704208,-0.0002906806,0.9990561


3.360422,-0.53,-0.02,-6.06,-0.05285746,-0.004609415,-0.0004187648,0.9985914


3.392397,-0.52,-0.06,-8.17,-0.0712332,-0.004489013,-0.0008455222,0.9974492


3.426013,-0.5,-0.1,-10.02,-0.08732496,-0.004270429,-0.001250368,0.9961699


3.457546,-0.49,-0.12,-11.31,-0.0985328,-0.004152043,-0.001463445,0.9951241


3.482306,-0.49,-0.13,-11.62,-0.1012241,-0.004139234,-0.001561489,0.9948538


3.513766,-0.49,-0.13,-11.71,-0.1020054,-0.004138007,-0.00156474,0.994774


3.546133,-0.5,-0.14,-11.74,-0.1022653,-0.00421548,-0.001661555,0.9947468


3.576292,-0.51,-0.14,-11.7,-0.101918,-0.00430287,-0.001668978,0.9947821


3.604478,-0.5,-0.1,-11.2,-0.09757815,-0.004257327,-0.001294276,0.9952179


3.635246,-0.5,-0.07,-10.81,-0.09419163,-0.004286368,-0.001019146,0.9955443


3.663758,-0.45,0.04,-10.13,-0.08828651,-0.003942464,1.003379E-06,0.9960873


3.692474,-0.3,0.24,-9.62,-0.08385676,-0.002784383,0.001867488,0.9964722


3.723704,0.09,0.22,-9.48,-0.08263259,0.0006240644,0.001978195,0.9965779


3.760847,0.01,-0.08,-9.34,-0.0814167,0.0001438163,-0.000688709,0.9966799


3.788788,-0.29,-0.2,-9.25,-0.08062906,-0.002381748,-0.001943701,0.9967394


3.816589,-0.82,-0.46,-8.98,-0.07825383,-0.006819523,-0.004562011,0.9968997


3.849286,-1.27,-0.37,-8.52,-0.07424192,-0.0108121,-0.004042976,0.9971735


3.878998,-1.7,-0.05,-7.69,-0.06704371,-0.01477211,-0.001430085,0.9976396


3.912656,-1.83,0.47,-6.03,-0.05265566,-0.01616255,0.003255387,0.9984766


3.942158,-2.02,0.64,-5.07,-0.04432045,-0.01785637,0.004799072,0.9988462


3.975461,-2.52,1.02,-3.26,-0.02863267,-0.02223274,0.008269845,0.9993085


4.005356,-2.61,1.06,-2.77,-0.02437376,-0.02299047,0.008694563,0.9994007


4.035714,-2.52,1.17,-1.36,-0.01208897,-0.02210782,0.009945855,0.999633


4.06379,-2.38,1.09,0.33,0.002681497,-0.02073951,0.009569616,0.9997355


4.093562,-2.36,1.13,1.2,0.01026599,-0.02048806,0.01007396,0.9996866


4.121284,-2.35,1.57,3.02,0.02606256,-0.02013619,0.01423309,0.9993561


4.147891,-2.28,2.01,3.94,0.03401537,-0.01927779,0.01820965,0.9990695


4.181784,-1.9,3.57,5.59,0.04821641,-0.01503341,0.03191584,0.9982137


4.213195,-1.76,4.42,5.55,0.04778069,-0.01346214,0.03925546,0.9979953


4.28582,-2.12,2.13,2.2,0.01884706,-0.01813607,0.01893516,0.9994785


4.361313,-1.84,-4.08,-2.87,-0.02445238,-0.01514979,-0.03598328,0.9989383


4.387539,-1.74,-6.01,-4.34,-0.03701276,-0.01316728,-0.05295362,0.997824


4.415633,-1.02,-9.15,-6.7,-0.05753795,-0.004196698,-0.080143,0.9951125


4.448692,-0.48,-11.16,-8.64,-0.07456307,0.00316729,-0.09727242,0.9924558


4.478188,-0.28,-13.01,-10.16,-0.08770055,0.007613218,-0.1130596,0.9896809


4.50975,-0.33,-13.7,-11.53,-0.09938936,0.00913572,-0.1189539,0.9878705


4.542284,-0.24,-13.84,-12.43,-0.1072199,0.01097654,-0.1200001,0.986906


4.568997,0.11,-14.23,-14.24,-0.1231113,0.01629752,-0.122788,0.9846324


4.599072,0.41,-14.81,-15.39,-0.1332391,0.0207733,-0.1272456,0.9826619


4.628849,0.49,-14.78,-15.79,-0.1367607,0.02186752,-0.1268197,0.9822093


4.659579,1,-15.83,-16.04,-0.1393743,0.0277704,-0.1351459,0.980581


4.730088,1.02,-11.77,-14.7,-0.128156,0.02189783,-0.1005529,0.9864004


4.804713,-0.34,-0.68,-12.95,-0.1127497,-0.002278895,-0.006230794,0.9936013


4.877848,-1.88,8.84,-11.17,-0.09827815,-0.02377826,0.07509904,0.9920363


4.911424,-2.09,10.74,-10.7,-0.09451421,-0.02680309,0.09147083,0.99095


4.943913,-2.39,11.8,-10.36,-0.09192216,-0.02993858,0.1004775,0.9902314


4.976307,-2.55,12.37,-10.22,-0.09091555,-0.03162742,0.105314,0.9897692


5.00962,-2.82,13.8,-9.93,-0.08883941,-0.03473113,0.1175356,0.9884769


5.051208,-2.92,14.93,-9.63,-0.08649884,-0.03607577,0.1272995,0.9874266


5.088501,-2.87,16.7,-8.85,-0.07993813,-0.03590431,0.1428297,0.9858602


5.16065,-2.8,17.85,-8.49,-0.07688345,-0.03555052,0.1528831,0.9846075


5.238551,-2.72,18.87,-8.34,-0.07559253,-0.03526807,0.1617461,0.9833006


5.287798,-2.61,19.06,-8.29,-0.07502557,-0.03436551,0.1634647,0.9830917


5.324618,-2.31,19.89,-8.2,-0.0738811,-0.03214879,0.1708062,0.9820046


5.36285,-2.07,20.9,-8.06,-0.07236999,-0.03046455,0.179651,0.9805917


5.399497,-1.94,21.73,-7.93,-0.07108121,-0.02961768,0.1868679,0.9793624


5.442697,-1.96,22.02,-7.9,-0.07086674,-0.02990263,0.1893423,0.9788938


5.487436,-1.96,22.43,-7.68,-0.06900102,-0.02976239,0.1929026,0.9783362


5.529974,-1.87,22.1,-7.55,-0.06773012,-0.02859812,0.1901698,0.9789944


5.576266,-1.77,21.24,-7.45,-0.06668779,-0.02712067,0.1828969,0.9804927


5.616074,-1.66,20.51,-7.4,-0.06606827,-0.02571205,0.1767198,0.9817047


5.65175,-1.45,19.58,-7.31,-0.06496233,-0.02328245,0.1688832,0.9832174


5.694493,-0.77,16.03,-7.25,-0.06354199,-0.01545606,0.1387295,0.9881688


5.780194,0.02,8.7,-7.58,-0.06589613,-0.004839945,0.07569453,0.9949395


5.875905,0.81,0.02,-8.2,-0.07149442,0.007037957,0.0006794633,0.997416


5.967968,1.28,-7.96,-8.57,-0.07530592,0.01629749,-0.06837735,0.9946798


6.00856,1.38,-9.97,-8.53,-0.07512642,0.01842558,-0.08575582,0.9933088


6.055208,1.53,-11.94,-8.4,-0.07421941,0.02085996,-0.1027466,0.9917154


6.087779,1.67,-13.11,-8.32,-0.07371927,0.02271986,-0.1127938,0.9906194


6.122915,1.64,-13.93,-8.33,-0.07381644,0.02297439,-0.1198986,0.9897715


6.217782,1.66,-15.27,-8.41,-0.07458697,0.02405976,-0.1314376,0.9882217


6.313354,1.56,-16.3,-8.78,-0.07768912,0.02428653,-0.1403046,0.9867569


6.356188,1.46,-16.65,-8.93,-0.0788626,0.02383889,-0.1433554,0.986236


6.400044,1.31,-16.64,-9.03,-0.07953554,0.02266642,-0.1433527,0.9862101


6.434905,0.98,-16.23,-9.09,-0.07964912,0.01962519,-0.1400405,0.9867418


6.478516,0.77,-15.75,-9.11,-0.07958305,0.0175158,-0.1360479,0.9873453


6.521585,0.59,-15.11,-9.13,-0.07957285,0.015552,-0.1306528,0.9881074


6.563302,0.4,-14.87,-9.07,-0.07885309,0.01368192,-0.1287217,0.9884461


6.601664,0.38,-14.99,-9.03,-0.07847831,0.01354575,-0.1297754,0.9883401


6.64652,0.38,-14.92,-8.9,-0.07736118,0.01335179,-0.1291868,0.9885079


6.675464,0.36,-14.97,-8.86,-0.07699055,0.0131674,-0.1296362,0.9884804


6.70616,0.32,-15.17,-8.8,-0.07641498,0.01288656,-0.131395,0.9882966


6.780226,0.32,-16.14,-8.59,-0.07454071,0.01327057,-0.139781,0.9872836


6.866441,0.38,-18.56,-7.86,-0.06817378,0.0143173,-0.1606549,0.9845493


6.964516,0.63,-21.67,-7.05,-0.06141857,0.01694721,-0.1872908,0.9802361


7.062145,0.56,-25.42,-7.1,-0.0614747,0.01838117,-0.2192965,0.9735461


7.105735,0.64,-26.85,-7.44,-0.06440073,0.02048422,-0.2313271,0.970526


7.145326,0.67,-27.57,-7.71,-0.0666841,0.02168521,-0.2373542,0.9688891


7.185562,0.8,-28.78,-8.11,-0.07022447,0.02431879,-0.2474145,0.9660555


7.227321,0.9,-29.42,-8.32,-0.07215115,0.02599623,-0.2526989,0.9645008


7.32988,1.55,-31.32,-8.56,-0.07549465,0.03313057,-0.2681789,0.9598348


7.411914,2.05,-32.22,-8.67,-0.07755755,0.03810797,-0.2753452,0.9574537


7.445426,2.06,-32.61,-8.7,-0.07781877,0.03849442,-0.2785879,0.9564785


7.479939,2.02,-32.78,-8.81,-0.07863261,0.03852996,-0.2799979,0.9559987


7.509774,2.03,-33.05,-8.95,-0.07981278,0.03911993,-0.2821971,0.9552301


7.54761,2.06,-33.66,-9.07,-0.08085752,0.04004123,-0.2872195,0.9536057


7.579779,1.87,-33.91,-9.12,-0.08078086,0.03874104,-0.2894178,0.953001


7.613269,1.61,-33.82,-9.19,-0.08071397,0.03669857,-0.2888288,0.9532662


7.644623,1.41,-33.12,-9.3,-0.08119569,0.03485949,-0.2831035,0.9550102


7.716259,1,-29.67,-9.57,-0.08285989,0.02976321,-0.2544306,0.963075


7.786046,-1.58,-16.42,-8.82,-0.07413469,-0.002626545,-0.1434147,0.9868786


7.869154,-2.23,-11.76,-8.79,-0.07422676,-0.01145079,-0.1036081,0.9917786


7.973155,-2.5,-7.75,-8.63,-0.07357985,-0.01661983,-0.06900997,0.9947599


8.014425,-2.56,-7.47,-8.55,-0.07291561,-0.01737419,-0.06660609,0.9949599


8.058681,-2.61,-7.37,-8.63,-0.07360516,-0.01782858,-0.06578226,0.9949558


8.101807,-2.64,-7.29,-8.67,-0.0739546,-0.01811977,-0.0651134,0.9949687


8.149941,-2.76,-7.34,-8.75,-0.07456839,-0.01908229,-0.06563816,0.9948703


8.262388,-3.28,-7.81,-8.69,-0.07361159,-0.02331353,-0.07004204,0.9945511


8.356216,-3.93,-7.56,-8.46,-0.07130227,-0.02926137,-0.06823102,0.994688


8.393043,-3.81,-7.23,-8.27,-0.06983296,-0.02854595,-0.06524515,0.9950134


8.431431,-3.74,-7.21,-8.16,-0.06892405,-0.02801345,-0.065002,0.9951078


8.467619,-3.55,-7.3,-8,-0.06761448,-0.02639784,-0.06563219,0.9952004


8.510593,-2.86,-6.9,-7.87,-0.0669808,-0.02072329,-0.06172638,0.9956274


8.547501,-2.47,-6.58,-7.79,-0.06656644,-0.01757044,-0.05870558,0.9958985


8.588696,-2.28,-6.4,-7.74,-0.06626625,-0.01605231,-0.05702391,0.9960418


8.626309,-1.98,-6.22,-7.67,-0.06583966,-0.01358573,-0.05527743,0.9962053


8.67197,-1.13,-6.07,-7.61,-0.06574373,-0.006312037,-0.05348016,0.9963824


8.710487,-1.32,-6.47,-7.94,-0.06847076,-0.007566246,-0.05708849,0.9959897


8.825398,0.69,-6.53,-8.6,-0.07519764,0.01026493,-0.05634208,0.9955227


8.940117,1.95,-6.84,-9.04,-0.07966729,0.02163355,-0.05812208,0.9948904


9.046461,2.42,-6.97,-9.37,-0.08278771,0.02597129,-0.05884903,0.9944891


9.08544,2.47,-6.83,-9.43,-0.08331393,0.02633736,-0.05758383,0.9945095


9.127063,2.59,-6.94,-9.57,-0.08460589,0.02752763,-0.05841779,0.9943196


9.164991,2.63,-6.97,-9.83,-0.08688668,0.02802914,-0.05858516,0.994099


9.203867,2.61,-7.15,-10.02,-0.08855175,0.02808745,-0.06011568,0.993859


9.284475,2.34,-7.05,-10.27,-0.09056517,0.02580035,-0.05940044,0.9937826


9.381497,2.26,-7.05,-10.37,-0.09139091,0.02515844,-0.05944172,0.993721


9.414875,2.33,-7.2,-10.37,-0.0914463,0.02588186,-0.06068688,0.9936221


9.449618,2.43,-7.38,-10.35,-0.09134991,0.02687762,-0.06217279,0.9935127


9.483292,2.49,-7.43,-10.32,-0.09112923,0.0274201,-0.06256573,0.9934934


9.513593,2.55,-7.44,-10.29,-0.0909033,0.0279316,-0.06261204,0.993497


9.539712,2.62,-7.49,-10.19,-0.09008192,0.0285219,-0.06301501,0.9935294


9.570079,2.78,-7.82,-10.12,-0.08961539,0.03011938,-0.06576917,0.993346


9.616581,2.78,-7.82,-10.12,-0.08961539,0.03011938,-0.06576917,0.993346


9.699615,3.16,-8.3,-9.9,-0.08801534,0.03363983,-0.06969763,0.9931082


9.783913,3.46,-8.73,-9.8,-0.08741968,0.03649014,-0.073226,0.9928063


9.854567,3.72,-9.35,-9.69,-0.08677106,0.03911405,-0.07843737,0.992365


9.883044,3.77,-9.46,-9.68,-0.0867434,0.03961831,-0.07935596,0.9922745


9.917251,3.86,-9.95,-9.68,-0.08691818,0.04074478,-0.08353195,0.9918708


9.948209,3.97,-10.43,-9.7,-0.08728399,0.04205115,-0.08759708,0.9914333


9.985647,4.05,-10.81,-9.73,-0.08769492,0.04303526,-0.0908138,0.9910653


10.01805,4.17,-11.21,-9.81,-0.08857915,0.04442115,-0.09415171,0.9906139


10.04589,4.31,-11.65,-9.87,-0.08932301,0.04599473,-0.09782453,0.9901193


10.08403,4.36,-11.92,-9.91,-0.08977924,0.046654,-0.1001034,0.9898194


10.11404,4.53,-12.51,-10.04,-0.09120407,0.04866181,-0.1050132,0.9890834


10.14231,4.83,-13.52,-10.28,-0.09382785,0.05221231,-0.1133844,0.9877319


10.17125,4.98,-14.4,-10.37,-0.09499742,0.05424198,-0.1208073,0.9866301


10.24421,5.07,-15.2,-10.39,-0.09548809,0.05562457,-0.1276146,0.9856482


10.315,4.91,-15.42,-10.14,-0.09321766,0.05412655,-0.1297604,0.9856688


10.349,4.94,-15.44,-10.14,-0.093257,0.05439886,-0.1299082,0.9856307


10.38151,4.94,-15.41,-10.14,-0.09324896,0.05437746,-0.1296499,0.9856666


10.41466,4.89,-15.09,-10.07,-0.0925051,0.05364119,-0.1269674,0.9861261


10.44085,4.87,-14.72,-10.08,-0.09247026,0.05321687,-0.123791,0.9865562


10.47124,4.81,-14.25,-10.1,-0.09245302,0.0523857,-0.1197789,0.9870973


10.50267,4.66,-13.58,-10,-0.09126127,0.05051216,-0.1141649,0.9879708


10.53213,4.62,-13.29,-9.96,-0.09080129,0.04992131,-0.1117114,0.9883236


10.56904,4.55,-12.81,-9.88,-0.08991938,0.04890027,-0.1076567,0.9889051


10.59812,4.44,-12.18,-9.84,-0.08931114,0.04746808,-0.1023168,0.9895967


10.62519,4.4,-11.81,-9.84,-0.08918151,0.04686034,-0.09914988,0.9899597


10.65388,4.29,-11.43,-9.76,-0.08830062,0.0455728,-0.09598157,0.9904107


10.68458,4.26,-11.27,-9.7,-0.0877171,0.04515096,-0.09464447,0.9906107


10.76343,4.13,-10.43,-9.4,-0.08481052,0.04320626,-0.08758854,0.9915991


10.83463,4.08,-10.09,-9.25,-0.08339072,0.04243012,-0.08473702,0.9920006


10.90386,4.07,-9.8,-9.15,-0.08244584,0.04207638,-0.08226901,0.9923024


10.97333,4.08,-9.36,-8.97,-0.08078349,0.04174606,-0.07851486,0.9927571


11.00385,3.99,-9.13,-8.87,-0.07979847,0.04074875,-0.07662018,0.9930262


11.03599,3.8,-8.78,-8.65,-0.07768186,0.03873315,-0.07379205,0.9934888


11.06831,3.67,-8.59,-8.39,-0.07530004,0.03732145,-0.07231694,0.9938346


11.09787,3.79,-8.41,-8.19,-0.07359774,0.03812807,-0.07074299,0.9940448


11.12785,3.78,-8.31,-8.05,-0.07235289,0.03789589,-0.06992798,0.9942027


11.15508,3.64,-8.18,-7.54,-0.06781121,0.03629747,-0.06905019,0.9946438


11.2309,2.78,-7.13,-4.79,-0.04320237,0.02678728,-0.06109652,0.9968366


11.30039,1.43,-6.37,-1.42,-0.01306469,0.01314697,-0.05539713,0.9982924


11.33284,0.97,-6.24,0.24,0.001630501,0.008338192,-0.05444299,0.9984807


11.35936,0.53,-6.04,1.98,0.01701009,0.003707725,-0.05275592,0.9984557


11.38762,0.39,-5.91,2.66,0.0230044,0.002201397,-0.05161632,0.9983996


11.41931,0.11,-5.85,3.97,0.03454376,-0.0008094193,-0.05103127,0.9980991


11.44783,-0.08,-5.84,5.18,0.04516548,-0.002998492,-0.05085801,0.9976796


11.48401,-0.07,-5.65,6.6,0.05752412,-0.003446187,-0.04916872,0.9971266


11.51497,-0.08,-5.36,7.91,0.06893007,-0.003920729,-0.04659831,0.9965249


11.54073,-0.06,-5.25,8.5,0.07405464,-0.003915696,-0.04563416,0.9962019


11.57047,-0.2,-5.04,9.41,0.08202251,-0.005344266,-0.04367687,0.9956586


11.60328,-0.28,-4.89,10.18,0.08874326,-0.006216442,-0.04227541,0.9951376


11.67365,-0.11,-4.75,11.33,0.09866664,-0.005045012,-0.04114262,0.9942569


11.7395,-0.11,-4.66,11.87,0.1033534,-0.005157723,-0.04033785,0.993813


11.80606,0.07,-4.33,13.71,0.119249,-0.003902933,-0.03758018,0.9921452


11.83236,0.07,-4.33,13.71,0.119249,-0.003902933,-0.03758018,0.9921452


11.86864,0.03,-4.33,14.47,0.1258395,-0.004498126,-0.03750955,0.991331


11.90548,-0.01,-4.35,14.97,0.1301761,-0.005030314,-0.03761705,0.9907643


11.93571,-0.07,-4.28,15.53,0.1350387,-0.005650045,-0.03691648,0.9901363


11.97309,-0.02,-4.21,16.07,0.13969,-0.005306877,-0.03634595,0.9895138


12.00469,-0.06,-4.15,16.6,0.1442803,-0.005744576,-0.03575288,0.9888741


12.03458,-0.06,-4.05,16.84,0.1463552,-0.005691759,-0.03487806,0.9886007


12.06236,-0.06,-3.84,17.25,0.1498999,-0.005541881,-0.03304667,0.9881332


12.0927,-0.17,-3.7,17.62,0.1531257,-0.006409664,-0.03167497,0.9876782


12.12188,-0.22,-3.58,18,0.1564171,-0.006781727,-0.0305515,0.9871952


12.15196,-0.21,-3.4,18.38,0.159692,-0.006546231,-0.02899285,0.9867193


12.18209,-0.24,-3.36,18.53,0.160992,-0.00678629,-0.02859774,0.986518


12.25979,-0.6,-2.98,19.19,0.1667583,-0.009495074,-0.02476591,0.985641


12.33548,-0.84,-2.8,19.39,0.1685251,-0.01133782,-0.02284851,0.9853673


12.36858,-1.04,-2.73,19.46,0.1691636,-0.01296829,-0.02194447,0.9852583


12.39959,-1.13,-2.68,19.51,0.1696082,-0.01367782,-0.0213757,0.9851848


12.42906,-1.18,-2.68,19.49,0.1694456,-0.01410397,-0.02130416,0.9852083


12.4579,-1.32,-2.6,19.37,0.1684345,-0.01516829,-0.02042515,0.9853845


12.48965,-1.36,-2.56,19.31,0.1679229,-0.01544315,-0.02003045,0.9854756


12.518,-1.4,-2.53,19.17,0.1667235,-0.01571923,-0.01973304,0.9856808


12.54957,-1.53,-2.56,18.95,0.1648557,-0.01684289,-0.01983432,0.9859744


12.57602,-1.58,-2.57,18.59,0.1617669,-0.017225,-0.01990265,0.9864779


12.65106,-2.34,-2.27,16.5,0.1438348,-0.0230454,-0.01666973,0.9891929


12.72128,-3.4,-2.03,14.24,0.1243953,-0.03162753,-0.01389334,0.9916312


12.79348,-4.86,-1.99,12.3,0.1077513,-0.0440071,-0.01270812,0.993122


12.82169,-5.78,-2.1,11.2,0.09836194,-0.0519555,-0.01329511,0.9937046


12.85228,-6.5,-2.29,10.27,0.09046926,-0.05823961,-0.01479734,0.9940848


