delta time, euler x , euler y , euler z
Min x, Max x, Min y, Max y, Min z, Max z
0.01999999,3.66,-2.86,7.45


0.03999998,6.64,-3.1,7.51


0.2086694,8.17,-1.64,8.99


0.3082088,8.56,-1.14,9.55


0.3477843,8.34,-1.04,9.7


0.3935358,7.88,-1,9.82


0.4340483,7.73,-0.92,9.85


0.4805647,7.07,-0.77,9.87


0.5244442,6.75,-0.76,9.85


0.5793487,6.36,-0.91,9.82


0.6340961,6.11,-1.26,9.86


0.9674295,4.51,-2.37,11.4


1.008937,3.85,-2.32,11.55


1.079845,3.23,-2.12,11.59


1.171322,2.68,-1.76,10.93


1.30387,2.39,-1.65,10.68


1.441207,2.08,-1.66,10.78


1.49642,2.01,-1.64,10.77


1.548742,1.96,-1.69,10.73


1.587511,1.95,-1.7,10.7


1.635061,2.02,-1.71,10.76


1.677871,2.05,-1.71,10.77


1.752391,2.31,-1.68,10.88


1.792825,2.4,-1.71,10.92


1.83651,2.57,-1.76,10.92


1.873782,2.64,-1.78,10.89


1.912066,2.69,-1.82,10.89


1.954013,2.63,-1.89,10.91


1.989367,2.55,-1.89,10.91


2.028995,2.4,-1.91,10.9


2.068998,2.16,-1.95,10.9


2.113256,0.99,-2.26,10.47


2.210788,-8.54,-4.3,8.04


2.321073,-23.56,-5.05,9.3


2.365957,-24.41,-4.62,9.5


2.408634,-25.93,-3.99,9.75


2.454085,-29.22,-4.06,9.6


2.501591,-33.08,-4.36,8.78


2.543574,-35.99,-4.7,8.18


2.586348,-39.41,-4.84,8.11


2.631913,-40.86,-4.67,8.38


2.670819,-42.97,-4.48,8.58


2.703765,-43.43,-4.44,8.58


2.738831,-44,-4.29,8.73


2.773398,-44.45,-4.2,8.88


2.817978,-44.99,-4.09,8.96


2.852695,-45.41,-3.95,9.11


2.885927,-45.55,-3.87,9.17


2.921052,-45.69,-3.83,9.17


2.963333,-45.74,-3.77,9.15


3.004258,-46.05,-3.75,9.11


3.040647,-46.31,-3.61,9.22


3.086198,-46.8,-3.48,9.36


3.13286,-47.51,-3.21,9.78


3.178303,-47.71,-3.18,9.9


3.278854,-49.29,-3.08,10.2


3.390281,-50.23,-3.1,10.17


3.438192,-50.34,-3.1,10.19


3.474706,-50.38,-3.11,10.2


3.515275,-50.56,-3.06,10.28


3.547063,-50.53,-2.98,10.4


3.584605,-50.61,-2.96,10.41


3.618172,-50.65,-2.96,10.39


3.65086,-50.65,-2.91,10.41


3.684338,-50.56,-2.86,10.49


3.717884,-50.54,-2.87,10.55


3.751397,-50.52,-2.84,10.63


3.78752,-50.57,-2.79,10.66


3.817469,-50.6,-2.72,10.74


3.849839,-50.59,-2.66,10.84


3.886149,-50.51,-2.57,10.93


3.917699,-50.48,-2.55,10.96


3.952451,-50.48,-2.52,11


3.989618,-50.45,-2.36,11.21


4.034155,-50.53,-2.31,11.26


4.075973,-50.57,-2.29,11.31


4.18426,-51.11,-2.3,11.45


4.303374,-51.37,-2.27,11.55


4.351188,-51.39,-2.21,11.64


4.387722,-51.4,-2.19,11.66


4.427466,-51.44,-2.22,11.65


4.470376,-51.5,-2.23,11.66


4.511062,-51.52,-2.24,11.64


4.549726,-51.55,-2.24,11.66


4.587887,-51.58,-2.19,11.7


4.63368,-51.62,-2.13,11.74


4.673135,-51.61,-2.13,11.76


4.712664,-51.61,-2.12,11.75


4.756427,-51.55,-2.08,11.79


4.870409,-51.48,-1.99,11.82


4.989726,-51.46,-2.05,11.79


5.125983,-51.39,-2.06,11.82


5.173561,-51.26,-2.02,11.87


5.225503,-51.12,-1.99,11.91


5.274495,-51.09,-2,11.92


5.335177,-50.99,-2.01,11.93


5.437449,-50.86,-1.98,12.06


5.538058,-50.71,-2.02,12.08


5.589375,-50.57,-2.04,12.08


5.640459,-50.4,-2.01,12.09


5.685185,-50.34,-2,12.1


5.770483,-50.04,-2.01,12.11


5.855746,-49.71,-1.99,12.12


5.937011,-49.66,-2.01,12.14


5.975872,-49.69,-2,12.19


6.018079,-49.71,-2,12.21


6.059408,-49.76,-2,12.25


6.112224,-49.81,-1.98,12.32


