Elapsed Time (secs) , euler x , euler y , euler z , quat x , quat y , quat z , quat w
0,-2.17,-6.96,4.42,0.03963275,-0.02122703,-0.05991524,0.9971905


0,3.49,-6.84,4.02,0.03317978,0.028287,-0.06065662,0.997206


0,8.14,-7.29,3.41,0.0251082,0.06891346,-0.06549343,0.9951538


0,10.15,-7.37,3.14,0.02155115,0.08648965,-0.06641369,0.993803


0,14.03,-7.06,2.52,0.01426554,0.1205242,-0.06377592,0.9905569


0,17.34,-6.88,2.35,0.01119214,0.1492236,-0.06239073,0.9867696


0,20.09,-7.24,2.11,0.00708285,0.1728994,-0.06536557,0.9827425


0,22.06,-7.45,1.96,0.00432398,0.1898002,-0.06702361,0.9795229


0,22.8,-7.42,2.1,0.005138194,0.1960476,-0.06703371,0.978287


0,24.2,-7.82,2.04,0.003073908,0.2079106,-0.07038673,0.9756072


0,25.14,-8.01,1.97,0.00153967,0.2158968,-0.07189147,0.9737647


0,25.83,-7.87,1.86,0.0004469865,0.2218634,-0.07049903,0.9725258


0,26.75,-7.48,1.59,-0.001617694,0.2299281,-0.06665642,0.9709209


0,27.18,-7.23,1.65,-0.0008464087,0.2335982,-0.06465665,0.9701808


0,27.97,-6.82,1.8,0.0008419748,0.2403036,-0.06149965,0.9687472


0,28.41,-6.64,1.88,0.001667702,0.2440261,-0.0601532,0.9678998


0,28.91,-6.48,1.95,0.002345048,0.2482532,-0.05896223,0.9668962


0,29.77,-6.23,2.3,0.005411704,0.2553946,-0.05765412,0.9651012


0,30.42,-6.02,2.35,0.005986999,0.2609015,-0.05603273,0.9637193


0,30.78,-5.99,2.28,0.005292368,0.2639707,-0.05563808,0.9629101


0,31.54,-5.75,2.07,0.003732097,0.2705182,-0.05316436,0.9612386


0,32.23,-5.23,1.97,0.003836016,0.2764826,-0.04859187,0.9597819


0,32.94,-4.51,2.02,0.005736892,0.2825846,-0.04272027,0.9582734


0,33.78,-4.12,2.27,0.008499962,0.2896091,-0.04013999,0.9562652


0,34.35,-3.98,2.31,0.008994786,0.2943844,-0.0391185,0.9548438


0,35.59,-3.78,2.23,0.008440701,0.3047771,-0.0373406,0.951654


0,36.65,-3.94,2.19,0.007324222,0.3135399,-0.0386318,0.9487606


0,36.65,-3.94,2.19,0.007324222,0.3135399,-0.0386318,0.9487606


0,37.17,-4.07,2.15,0.006456176,0.3178226,-0.03962792,0.9472997


0,38.95,-4.34,2.31,0.006368985,0.3323692,-0.0424065,0.942174


0,39.83,-4.09,2.51,0.008427135,0.3395923,-0.04099807,0.939641


0,40.02,-4.1,2.82,0.01086965,0.3410345,-0.04201663,0.9390483


0,40.03,-4.11,3.18,0.01378603,0.3409794,-0.0431709,0.9389778


0,40.02,-4.05,3.32,0.01511648,0.3408651,-0.04309487,0.9390023


0,39.78,-3.72,3.78,0.01996051,0.3388446,-0.0417193,0.939705


0,39.33,-3.51,4.4,0.02583335,0.3350073,-0.04173049,0.9409364


0,38.82,-3.3,4.83,0.03016539,0.3307486,-0.0411308,0.9423394


0,38.22,-2.94,5.26,0.0349534,0.3258181,-0.03923163,0.9439712


0,37.84,-2.68,5.56,0.03829446,0.3227046,-0.03781787,0.9449683


0,37.84,-2.68,5.56,0.03829446,0.3227046,-0.03781787,0.9449683


0,35.5,-1.84,6.6,0.04992978,0.3034393,-0.03281359,0.9509757


0,34.01,-1.63,6.78,0.05238854,0.2911095,-0.03087002,0.9547553


0,34.01,-1.63,6.78,0.05238854,0.2911095,-0.03087002,0.9547553


0,32.16,-1.75,6.94,0.05392911,0.2755511,-0.03140914,0.9592584


0,30.93,-1.94,7.01,0.05440806,0.2651153,-0.0325849,0.9621289


0,28.18,-2.19,7.01,0.05464193,0.2418128,-0.03338107,0.9682078


0,25.01,-2.37,6.81,0.05350213,0.2148972,-0.03301184,0.9746112


0,21.58,-2.7,6.66,0.05264076,0.1854976,-0.03397555,0.9806453


0,15.97,-3.27,6.36,0.05095536,0.1370761,-0.03591495,0.9885969


0,5.05,-3.98,4.76,0.03993305,0.04255013,-0.03648981,0.9976289


0,-1.79,-4.68,4.36,0.03863994,-0.01714866,-0.04020115,0.998297


0,-4.05,-4.64,4.58,0.04132898,-0.03689489,-0.03901222,0.9977017


0,-6.03,-4.71,4.79,0.04385477,-0.05422182,-0.03880211,0.9968105


0,-9.52,-5.96,4.96,0.04737308,-0.08503408,-0.0481737,0.9940847


0,-12.64,-6.83,5.45,0.05371932,-0.1125763,-0.05391452,0.990724


0,-14.89,-7.25,6.07,0.06057557,-0.1324531,-0.05575832,0.9877641


0,-15.58,-7.4,5.93,0.05987692,-0.1383862,-0.05685473,0.9869304


0,-16.72,-8.29,5.84,0.06076386,-0.1484667,-0.06403278,0.9849696


0,-17.39,-9.31,6.03,0.0640731,-0.1546869,-0.07218681,0.9832373


0,-16.98,-9.47,5.9,0.06289766,-0.1511397,-0.07396242,0.9837328


0,-16.98,-9.47,5.9,0.06289766,-0.1511397,-0.07396242,0.9837328


0,-16.5,-9.14,5.62,0.05978183,-0.1467301,-0.07174541,0.9847584


0,-16.53,-8.88,5.51,0.05853902,-0.146837,-0.06963376,0.9849687


0,-16.83,-8.05,5.24,0.05536929,-0.1490025,-0.06269043,0.985293


0,-17.28,-6.76,4.47,0.04733884,-0.1521234,-0.05239617,0.9858358


0,-16.16,-5.8,4.45,0.04549494,-0.1422145,-0.04460301,0.9877833


0,-14.81,-5.25,4.64,0.04599866,-0.1304799,-0.04016793,0.9895684


0,-13.77,-4.79,4.78,0.04636951,-0.1213981,-0.03645638,0.9908498


0,-12.09,-4.45,4.49,0.0430108,-0.1066617,-0.03445616,0.9927669


0,-10.26,-3.67,4.22,0.03951311,-0.09048361,-0.028581,0.9947032


0,-9.38,-3.31,4.12,0.03817066,-0.08271232,-0.02582799,0.9955071


0,-7.37,-2.7,4.09,0.03711399,-0.06505127,-0.02120324,0.9969661


0,-7.37,-2.7,4.09,0.03711399,-0.06505127,-0.02120324,0.9969661


0,-1.12,-1.71,3.28,0.02876072,-0.01019564,-0.0146355,0.9994272


0,1.79,-1.23,3.16,0.02740016,0.01531731,-0.01115884,0.9994449


0,2.99,-1.1,3.02,0.02609088,0.02582659,-0.01028003,0.999273


0,4.48,-1.02,2.65,0.02275716,0.03886775,-0.00979564,0.9989372


0,5.05,-0.71,2.64,0.02274061,0.04390017,-0.007203073,0.9987511


0,6.09,-0.68,2.58,0.02216552,0.05297246,-0.007120072,0.9983246


0,8.97,-0.76,1.69,0.01418345,0.07809037,-0.007764376,0.9968151


0,7.58,0.14,-0.52,-0.004447158,0.06609349,0.001518996,0.9978024


0,7.14,-0.61,-4.24,-0.03725147,0.06242098,-0.003005846,0.9973499


0,6.34,-1.18,-5.52,-0.048645,0.05572672,-0.00760695,0.9972313


0,3.91,-2.71,-8.46,-0.07450134,0.03575533,-0.02105327,0.9963573


0,1.85,-4.73,-12.18,-0.1066488,0.0204161,-0.03931587,0.9933094


0,-0.06,-6.7,-17.79,-0.1543297,0.00851908,-0.05781325,0.9862897


0,-0.78,-7.1,-20.33,-0.1757259,0.004240492,-0.0621452,0.9824665


0,-1.19,-7.52,-22.76,-0.1962122,0.002780242,-0.06632919,0.9783115


0,-1.24,-8.01,-25.18,-0.2166903,0.004688255,-0.07051303,0.9736792


0,1.13,-8.9,-34.79,-0.2987719,0.03257632,-0.07109794,0.9511147


0,4.08,-8.76,-41.01,-0.3515911,0.05997941,-0.05905402,0.932362


0,4.88,-8.8,-42.36,-0.3629532,0.06727374,-0.05613548,0.9276788


0,5.61,-8.88,-43.6,-0.3733273,0.07401592,-0.05367362,0.9231834


0,7.26,-9.23,-46.43,-0.396798,0.08965035,-0.04892087,0.9122066


0,8.23,-9.42,-47.62,-0.4066952,0.0984932,-0.04605867,0.9070704


0,9.27,-9.64,-48.74,-0.4160087,0.1079054,-0.04306306,0.9019084


0,9.42,-9.65,-48.79,-0.4164616,0.1091397,-0.04255003,0.9015752


0,8.5,-9.2,-46.72,-0.3995994,0.0995268,-0.0441328,0.9102017


0,6.73,-8.43,-43,-0.3688937,0.08135574,-0.04681294,0.92472


0,6.73,-8.43,-43,-0.3688937,0.08135574,-0.04681294,0.92472


0,6.73,-8.43,-43,-0.3688937,0.08135574,-0.04681294,0.92472


0,2.39,-7.31,-24.74,-0.2150403,0.03398307,-0.05779645,0.9743009


0,0.69,-7.07,-19.32,-0.1678449,0.01627082,-0.05977443,0.983865


0,-1.72,-6.28,-10.6,-0.0914029,-0.009863548,-0.05591992,0.9941937


0,-2.88,-4.8,-3.8,-0.03206388,-0.02370629,-0.04267188,0.9982931


0,-3.36,-2.7,2.23,0.02013601,-0.0297619,-0.02297485,0.99909


0,-4.08,-1.91,5.73,0.05053679,-0.03638031,-0.01485674,0.9979488


0,-4.62,-1.61,6.99,0.0614711,-0.04108303,-0.01155503,0.997196


0,-6.2,-0.91,9.67,0.08458848,-0.05455303,-0.003343354,0.9949158


0,-8.5,-1.67,12.74,0.1117051,-0.07525554,-0.006221827,0.9908683


0,-10.06,-1.91,14.7,0.1288691,-0.08906885,-0.005251498,0.9876396


0,-12.9,-2.68,15.98,0.1406842,-0.1144452,-0.007401202,0.9833899


0,-15.59,-3.12,16.22,0.1433741,-0.138028,-0.007575814,0.9799667


0,-19.04,-3.5,16.26,0.144407,-0.1679126,-0.006436498,0.9751465


0,-20.92,-3.76,15.95,0.1422603,-0.1841724,-0.00677438,0.9725208


0,-23.67,-3.94,14.92,0.1339896,-0.2076061,-0.006748241,0.968969


0,-23.67,-3.94,14.92,0.1339896,-0.2076061,-0.006748241,0.968969


0,-26.34,-4.03,14.26,0.1287309,-0.2301889,-0.005709207,0.964577


0,-30.2,-3.97,13.46,0.1220377,-0.2624733,-0.002701067,0.9571871


0,-31.99,-3.64,13.05,0.1178771,-0.2770998,0.0009648588,0.9535826


0,-41.01,-4.19,9.76,0.09238496,-0.3516988,-0.004337347,0.9315332


0,-49.99,-7.67,7.47,0.08710964,-0.4246464,-0.0330273,0.9005533


0,-54.31,-9.23,7.16,0.0920295,-0.4585021,-0.04304534,0.8828667


0,-55.87,-10.1,6.41,0.09037496,-0.4702691,-0.05155688,0.8763682


0,-57.34,-10.31,5.64,0.08604677,-0.4811236,-0.05523087,0.8706697


0,-58.9,-9.76,5.46,0.08310263,-0.4928539,-0.05066006,0.8646516


0,-60.33,-9.83,5.06,0.08103487,-0.503426,-0.05190356,0.8586626


0,-60.54,-9.7,5.05,0.08048945,-0.5049999,-0.0508216,0.8578541


0,-60.54,-9.7,5.05,0.08048945,-0.5049999,-0.0508216,0.8578541


0,-60.53,-9.23,5.21,0.07963809,-0.5050055,-0.04658905,0.8581706


0,-61.16,-9.21,5.13,0.07920794,-0.5096838,-0.04635642,0.8554528


0,-61.94,-9.73,4.68,0.0784875,-0.5152767,-0.05172245,0.8518535


0,-61.57,-9.85,4.28,0.07587107,-0.5123268,-0.05466178,0.8536843


0,-60.39,-9.74,3.9,0.07197716,-0.5033354,-0.05628195,0.8592468


0,-59.73,-9.71,3.67,0.06979205,-0.4982673,-0.05746931,0.862297


0,-58.29,-9.66,3.36,0.06650392,-0.4872394,-0.05928,0.8687122


0,-55.25,-9.46,3.07,0.06187473,-0.4638948,-0.06065511,0.8816429


0,-50.59,-9.49,2.98,0.05876188,-0.4276153,-0.06369239,0.8997974


0,-45.16,-9.09,2.34,0.04921489,-0.3841798,-0.06533679,0.9196275


0,-36.98,-9.13,0.74,0.03134548,-0.3166139,-0.07343844,0.9451877


0,-26.64,-7.79,0.96,0.02378268,-0.230403,-0.06417291,0.9706857


0,-20.04,-6.93,1.37,0.02226646,-0.174373,-0.05743637,0.9827509


0,-18.02,-6.63,1.64,0.0231659,-0.1571461,-0.05486855,0.9857778


0,-14.02,-6.24,2.05,0.02437003,-0.1228085,-0.05183192,0.9907762


0,-12.18,-6.05,2.27,0.02526644,-0.1069613,-0.05036504,0.9926652


0,-8.72,-5.63,2.74,0.02754329,-0.07708029,-0.04713972,0.9955289


0,-5.61,-5.38,2.78,0.02649797,-0.05000573,-0.0456763,0.997352


0,-4.09,-5.19,2.87,0.02661638,-0.03676974,-0.04434007,0.9979847


0,-2.6,-5.02,3.17,0.02861948,-0.02386792,-0.0431388,0.9983739


0,0.19,-4.74,3.89,0.03384253,0.0002521815,-0.04138485,0.9985699


0,4.77,-5.12,5.07,0.04229036,0.03955803,-0.04642194,0.9972421


0,7.46,-5.47,5.42,0.04402617,0.06265673,-0.05063464,0.995777


0,8.36,-6.04,5.39,0.04299315,0.07023773,-0.05590876,0.9950339


0,9.07,-6.63,5.19,0.04049109,0.07624492,-0.06115912,0.9943876


0,9.83,-7.11,5.19,0.03971538,0.08262812,-0.06558696,0.9936265


0,10.19,-7.38,5.17,0.03912046,0.08564191,-0.06803566,0.9932302


0,10.19,-7.38,5.17,0.03912046,0.08564191,-0.06803566,0.9932302


0,10.69,-7.93,5.06,0.03741039,0.08979999,-0.07288145,0.9925848


0,11.61,-8.19,5.11,0.03702107,0.09761757,-0.07547086,0.9916676


0,12.52,-8.33,5.26,0.03758083,0.1053251,-0.07711007,0.9907312


0,13.6,-8.38,5.45,0.03844038,0.1145048,-0.07808228,0.989603


0,13.95,-8.47,5.46,0.03819031,0.1174759,-0.07898585,0.9891927


0,14.51,-8.75,5.47,0.03757409,0.1221633,-0.0815954,0.9884363


0,15.49,-8.89,5.61,0.03791265,0.13044,-0.08327821,0.9872248


0,15.73,-8.95,5.67,0.03818157,0.1324326,-0.08394299,0.9868928


0,15.69,-9.04,5.64,0.03784274,0.1320635,-0.08466937,0.9868932


0,15.97,-9.33,5.65,0.03736195,0.1343159,-0.08726703,0.9863811


0,16.22,-9.49,5.73,0.03765815,0.1363215,-0.08881871,0.9859562


0,16.54,-9.68,5.62,0.03621978,0.1390595,-0.09042212,0.9854819


0,18.26,-9.91,5.62,0.0345333,0.1537113,-0.09292632,0.9831302


0,19.59,-9.64,5.42,0.03214804,0.1654174,-0.09072335,0.9815156


0,21.27,-7.87,5.69,0.03601743,0.1805421,-0.0765013,0.9799258


0,21.97,-7.12,5.6,0.0360442,0.1869795,-0.0701737,0.979191


0,22.16,-6.69,5.59,0.03657217,0.1888316,-0.06654757,0.9790692


0,22.16,-6.69,5.59,0.03657217,0.1888316,-0.06654757,0.9790692


0,22.21,-5.98,5.82,0.03971508,0.1894988,-0.06088382,0.9791864


0,22.8,-5.62,6.11,0.04250409,0.1945779,-0.05851,0.9782175


0,22.93,-5.39,6.17,0.04335276,0.1957818,-0.0566997,0.9780466


0,22.39,-5.18,6.25,0.04466231,0.1912455,-0.05483598,0.9789911


0,22.39,-5.18,6.25,0.04466231,0.1912455,-0.05483598,0.9789911


0,21.93,-4.88,6.18,0.04478641,0.1875076,-0.05197901,0.9798639


0,21.01,-4.72,5.51,0.03972062,0.1800101,-0.04919704,0.9816304


0,20.16,-4.64,5.24,0.03789159,0.1728749,-0.04780811,0.9830528


0,19.55,-4.55,5.08,0.03690612,0.1677454,-0.04659924,0.9840366


0,19.55,-4.55,5.08,0.03690612,0.1677454,-0.04659924,0.9840366


0,18.69,-4.46,4.58,0.03308397,0.1605922,-0.04484726,0.9854462


0,18.8,-4.29,4.65,0.03388696,0.1615792,-0.04351671,0.9853173


0,18.8,-4.29,4.65,0.03388696,0.1615792,-0.04351671,0.9853173


0,18.77,-4.31,4.63,0.0336977,0.1613208,-0.04365158,0.9853601


0,18.65,-4.37,4.68,0.0340879,0.1602455,-0.04420194,0.9854977


0,18.17,-4.5,4.74,0.03460846,0.1560397,-0.04525866,0.9861062


0,17.38,-4.79,4.66,0.03384462,0.1491521,-0.04741172,0.9870969


0,16.07,-5.2,4.05,0.02861586,0.1379597,-0.04982365,0.9887699


0,14.92,-5.49,3.31,0.02238858,0.1282595,-0.05121125,0.9901644


0,14.92,-5.49,3.31,0.02238858,0.1282595,-0.05121125,0.9901644


0,12.29,-6.16,1.73,0.009237202,0.1060717,-0.05502911,0.9927916


0,12.29,-6.16,1.73,0.009237202,0.1060717,-0.05502911,0.9927916


0,8.18,-7.01,-0.13,-0.005489855,0.07125908,-0.06089915,0.9955819


0,2.72,-7.83,-2.4,-0.0225078,0.02510314,-0.06774639,0.9971327


0,1.43,-8.09,-2.64,-0.02385716,0.01406925,-0.07022899,0.9971463


0,-3.35,-8.24,-1.16,-0.007992316,-0.02842611,-0.07210635,0.9969597


0,-4.94,-7.92,0.3,0.005585534,-0.04317387,-0.06888308,0.9966744


0,-5.29,-7.79,1.05,0.01226654,-0.0466608,-0.06743114,0.9965567


0,-5.94,-6.99,2.25,0.02272884,-0.05290202,-0.05985243,0.9965453


0,-6.16,-6.17,3.36,0.03212293,-0.05520482,-0.05214361,0.996595


0,-6.63,-6.21,4.31,0.0406149,-0.05973306,-0.05186586,0.9960383


0,-6.84,-6.1,4.78,0.04473936,-0.06173337,-0.05058229,0.9958056


0,-7.19,-5.73,5.32,0.04939059,-0.06487267,-0.04692437,0.9955653


0,-7.51,-5.66,5.88,0.05434681,-0.06785116,-0.04584699,0.9951587


0,-7.82,-5.88,6.45,0.05954424,-0.07087054,-0.04725865,0.9945846


0,-7.82,-5.88,6.45,0.05954424,-0.07087054,-0.04725865,0.9945846


0,-7.91,-6.19,6.9,0.06366382,-0.0719889,-0.04962092,0.994134


0,-7.94,-6.94,7.25,0.06714071,-0.07278657,-0.0558905,0.9935142


0,-7.9,-7.63,7.44,0.06915677,-0.07289503,-0.06177776,0.9930192


0,-7.63,-9.7,7.91,0.07418569,-0.07195757,-0.07958648,0.9914558


0,-5.95,-15.58,7.98,0.07586496,-0.06071529,-0.1314539,0.9865486


0,-4.52,-22.04,7.92,0.07525379,-0.05180532,-0.1878738,0.9779348


0,-3.31,-24.74,7.43,0.06943699,-0.04202596,-0.2118567,0.9739245


0,-1.97,-26.82,6.83,0.0619148,-0.03050502,-0.2304756,0.9706271


0,-1.97,-26.82,6.83,0.0619148,-0.03050502,-0.2304756,0.9706271


0,-0.92,-28.37,6.09,0.05346356,-0.02078954,-0.2442863,0.968005


0,-0.29,-29.4,5.56,0.04755485,-0.01475251,-0.2533398,0.9660951


0,0.14,-29.82,5.38,0.04503793,-0.0108964,-0.2570732,0.9652804


0,0.52,-30.65,5.39,0.04414891,-0.008055136,-0.2642046,0.9634219


0,0.67,-31.11,5.3,0.04297434,-0.006771601,-0.2681324,0.9623993


0,0.86,-31.44,5.11,0.04087851,-0.00486061,-0.2709816,0.961704


0,0.93,-31.85,5.24,0.04173146,-0.00474584,-0.2744397,0.9606866


0,0.93,-31.85,5.24,0.04173146,-0.00474584,-0.2744397,0.9606866


0,0.8,-31.92,5.23,0.04194719,-0.005839724,-0.2749794,0.9605169


0,0.94,-31.86,4.94,0.03919058,-0.003947312,-0.2745385,0.9607691


0,1.33,-31.74,4.41,0.0338346,0.0006350402,-0.2736643,0.9612298


0,1.71,-31.57,4.2,0.03120143,0.004382629,-0.2723416,0.9616846


0,2.27,-31.34,3.71,0.02581367,0.01032063,-0.2705192,0.9623131


0,2.74,-31.61,3.69,0.02446121,0.01422645,-0.2728859,0.9616301


0,2.68,-31.66,3.81,0.02559734,0.01342045,-0.2733066,0.9614927


0,2.71,-31.77,4.06,0.02759225,0.01303696,-0.2742648,0.9611698


0,2.72,-31.75,3.9,0.02623186,0.01351062,-0.274081,0.9612539


0,2.89,-31.53,3.73,0.02446276,0.01541659,-0.272252,0.9617915


0,3.63,-30.83,3.09,0.01756335,0.02335879,-0.2664018,0.963419


0,3.88,-30.41,2.77,0.01443484,0.02632267,-0.2628361,0.9643734


0,4.31,-29.83,2.53,0.01164163,0.03064904,-0.2579432,0.9656036


