delta time, euler x , euler y , euler z
Min x, Max x, Min y, Max y, Min z, Max z
0.01999999,-1.2,0.47,8.08


0.03999998,-2.28,-1.75,9.1


0.1038231,-2.12,-1.72,8.89


0.1991179,-1.89,-1.55,8.79


0.2165932,-1.81,-1.46,8.8


0.2304174,-1.81,-1.46,8.8


0.2521252,-1.73,-1.41,8.76


0.2712549,-1.71,-1.38,8.75


0.2844304,-1.71,-1.38,8.75


0.2977256,-1.69,-1.36,8.74


0.3115383,-1.66,-1.35,8.72


0.330288,-1.61,-1.34,8.68


0.3498102,-1.61,-1.34,8.68


0.3704295,-1.55,-1.34,8.65


0.3847241,-1.55,-1.34,8.65


0.4087626,-1.55,-1.34,8.65


0.4353248,-1.49,-1.28,8.66


0.4571323,-1.46,-1.26,8.66


0.4754345,-1.46,-1.26,8.66


0.4940841,-1.46,-1.26,8.66


0.5130882,-1.38,-1.14,8.61


0.5347022,-1.38,-1.14,8.61


0.5578765,-1.33,-1.12,8.58


0.5717999,-1.31,-1.09,8.55


0.5841128,-1.31,-1.09,8.55


0.5984742,-1.31,-1.09,8.55


0.6202113,-1.33,-1.07,8.54


0.6381221,-1.33,-1.04,8.51


0.6501213,-1.33,-1.04,8.51


0.6624838,-1.39,-0.99,8.54


0.6819677,-1.39,-0.99,8.54


0.6958855,-1.5,-0.92,8.54


0.7091898,-1.5,-0.92,8.54


0.7296963,-1.62,-0.88,8.55


0.7427786,-1.62,-0.88,8.55


0.7576817,-1.67,-0.87,8.53


0.7719211,-1.67,-0.87,8.53


0.7930334,-1.72,-0.88,8.53


0.80409,-1.72,-0.88,8.53


0.8200223,-1.75,-0.91,8.55


0.8397292,-1.77,-0.94,8.55


0.8533126,-1.78,-0.97,8.57


0.8718985,-1.82,-1.03,8.62


0.8856993,-1.82,-1.03,8.62


0.904718,-1.85,-1.07,8.63


0.9184465,-1.85,-1.07,8.63


0.9337504,-1.88,-1.14,8.69


0.9526286,-1.88,-1.14,8.69


0.9636248,-1.94,-1.17,8.73


0.980845,-1.94,-1.17,8.73


0.9983931,-1.99,-1.21,8.74


1.014571,-1.99,-1.21,8.74


1.030412,-1.98,-1.26,8.72


1.071551,-1.99,-1.28,8.71


1.086279,-1.99,-1.29,8.68


1.098776,-1.99,-1.29,8.68


1.10869,-1.98,-1.29,8.66


1.126282,-1.98,-1.29,8.65


1.142362,-1.96,-1.28,8.64


1.156568,-1.96,-1.28,8.64


1.187617,-1.95,-1.25,8.63


1.217064,-1.95,-1.24,8.64


1.232412,-1.96,-1.23,8.65


1.240191,-1.96,-1.23,8.65


1.258252,-1.96,-1.23,8.65


1.27462,-1.98,-1.24,8.66


1.310504,-1.98,-1.27,8.67


1.321782,-2.01,-1.28,8.65


1.335429,-2.01,-1.28,8.65


1.349925,-2.01,-1.28,8.65


1.369903,-2.01,-1.28,8.65


1.386449,-1.98,-1.3,8.65


1.402663,-1.98,-1.3,8.65


1.418367,-1.94,-1.3,8.64


1.438675,-1.94,-1.3,8.64


1.457705,-1.94,-1.3,8.67


1.472271,-1.95,-1.3,8.7


1.485347,-1.95,-1.3,8.7


1.502515,-1.95,-1.3,8.72


1.5176,-1.95,-1.3,8.72


1.532713,-1.95,-1.3,8.74


1.550154,-1.95,-1.3,8.74


1.565362,-1.96,-1.29,8.76


1.580103,-1.96,-1.29,8.76


1.598873,-1.96,-1.3,8.75


1.613134,-1.96,-1.3,8.75


1.634334,-1.93,-1.33,8.72


1.649169,-1.93,-1.33,8.72


1.66608,-1.9,-1.35,8.72


1.680176,-1.87,-1.35,8.71


1.696872,-1.87,-1.35,8.71


1.713384,-1.86,-1.33,8.74


1.731058,-1.86,-1.33,8.74


1.74534,-1.86,-1.34,8.77


1.765746,-1.86,-1.34,8.77


1.782244,-1.84,-1.38,8.78


1.79635,-1.84,-1.38,8.78


1.81312,-1.84,-1.41,8.77


1.832543,-1.84,-1.47,8.79


1.846287,-1.84,-1.47,8.79


1.865252,-1.86,-1.51,8.81


1.882233,-1.86,-1.51,8.81


1.898943,-1.9,-1.52,8.81


1.915415,-1.9,-1.52,8.81


1.932297,-1.89,-1.55,8.83


1.956055,-1.88,-1.55,8.83


1.969929,-1.88,-1.55,8.83


1.987621,-1.9,-1.54,8.82


2.006526,-1.9,-1.54,8.82


2.02159,-1.89,-1.53,8.8


2.042792,-1.89,-1.54,8.79


2.056914,-1.89,-1.54,8.79


2.070861,-1.88,-1.56,8.77


2.088054,-1.88,-1.56,8.77


2.108416,-1.88,-1.57,8.77


2.135845,-1.92,-1.58,8.79


2.155706,-1.92,-1.58,8.79


2.169918,-1.94,-1.59,8.79


2.186508,-1.94,-1.59,8.79


2.205957,-1.97,-1.64,8.8


2.221143,-2.01,-1.65,8.8


2.240133,-2.01,-1.65,8.8


2.260809,-2.02,-1.67,8.8


2.276026,-2.02,-1.67,8.8


2.28952,-2.03,-1.67,8.78


2.303168,-2.03,-1.67,8.78


2.318909,-2.05,-1.64,8.76


2.356853,-2.05,-1.62,8.73


2.374693,-2.07,-1.6,8.7


2.393224,-2.07,-1.6,8.7


2.413899,-2.07,-1.6,8.68


2.427605,-2.07,-1.6,8.68


2.454506,-2.09,-1.62,8.68


2.482063,-2.14,-1.62,8.67


2.497299,-2.19,-1.61,8.68


2.522826,-2.2,-1.64,8.68


2.543781,-2.2,-1.64,8.68


2.565792,-2.2,-1.66,8.69


2.580401,-2.23,-1.66,8.72


2.606753,-2.23,-1.66,8.72


2.628498,-2.25,-1.65,8.74


