delta time, euler x , euler y , euler z
Min x, Max x, Min y, Max y, Min z, Max z
0.01999999,0,0,0


0.03999998,0.94,-3.89,0.56


0.104359,1.02,-3.92,0.64


0.195566,1.16,-3.95,0.63


0.2113505,1.4,-4.12,0.62


0.289301,1.71,-4.31,0.65


0.3208527,1.77,-4.31,0.66


0.3399924,1.81,-4.33,0.74


0.3582421,1.81,-4.33,0.74


0.3815677,1.82,-4.32,0.82


0.4010014,1.81,-4.29,0.88


0.4166416,1.81,-4.29,0.88


0.4354649,1.83,-4.29,0.87


0.4563965,1.86,-4.3,0.88


0.46973,1.86,-4.3,0.88


0.4835289,1.93,-4.33,0.86


0.4962793,1.93,-4.33,0.86


0.5224243,1.97,-4.34,0.87


0.5367345,1.97,-4.34,0.87


0.5512798,1.98,-4.32,0.85


0.5651069,1.98,-4.32,0.85


0.5880498,2.03,-4.3,0.89


0.6021268,2.06,-4.31,0.91


0.6216913,2.06,-4.31,0.91


0.6373769,2.08,-4.34,0.93


0.6553326,2.08,-4.34,0.93


0.6716734,2.13,-4.35,0.93


0.6898844,2.2,-4.37,0.96


0.7028041,2.2,-4.37,0.96


0.7227327,2.24,-4.39,0.97


0.736316,2.24,-4.39,0.97


0.756537,2.29,-4.39,0.98


0.7697551,2.29,-4.39,0.98


0.7889078,2.34,-4.43,1


0.8028894,2.34,-4.43,1


0.8193856,2.37,-4.49,1.01


0.838271,2.37,-4.49,1.01


0.8523439,2.36,-4.52,1.04


0.8697172,2.36,-4.52,1.04


0.8918937,2.32,-4.54,1.07


0.9104986,2.32,-4.54,1.07


0.9313654,2.14,-4.6,1.15


0.9529763,2.14,-4.6,1.15


0.9736605,1.93,-4.78,1.28


0.9966899,1.97,-4.89,1.3


1.013618,1.97,-4.89,1.3


1.039646,2.06,-4.98,1.36


1.065569,2.11,-5.01,1.37


1.075676,2.11,-5.01,1.37


1.094969,2.23,-5.08,1.41


1.11875,2.4,-5.16,1.44


1.153604,2.52,-5.24,1.48


1.181635,2.55,-5.26,1.51


1.19603,2.55,-5.26,1.51


1.21685,2.61,-5.27,1.52


1.237334,2.72,-5.35,1.53


1.256596,2.72,-5.35,1.53


1.28044,2.78,-5.4,1.54


1.298397,2.78,-5.4,1.54


1.307636,2.78,-5.4,1.54


1.325332,2.8,-5.42,1.55


1.353932,2.72,-5.46,1.59


1.373526,2.72,-5.46,1.59


1.392037,2.38,-5.49,1.57


