delta time, euler x , euler y , euler z
0.01999999,0,0,0


0.03999998,1.86,-2.47,-0.1


0.1369207,2.07,-2.36,0.17


0.2387119,2.11,-2.5,0.4


0.2633985,2.11,-2.56,0.41


0.2856948,2.11,-2.56,0.41


0.3071476,2.09,-2.59,0.42


0.3371844,2.17,-2.64,0.42


0.361432,2.21,-2.65,0.46


0.38821,2.24,-2.64,0.54


0.4144998,2.29,-2.64,0.59


0.4333108,2.29,-2.64,0.59


0.4612511,2.38,-2.65,0.69


0.490711,2.4,-2.66,0.77


0.5127335,2.39,-2.66,0.81


0.5406049,2.36,-2.63,0.96


0.570981,2.3,-2.63,1.04


0.5980869,2.24,-2.67,1.06


0.6255071,2.1,-2.63,1.13


0.6537464,2.06,-2.61,1.17


0.6807513,1.99,-2.6,1.22


0.7067137,1.99,-2.6,1.22


0.7309371,1.9,-2.66,1.2


0.7591738,1.78,-2.65,1.23


0.7810416,1.68,-2.67,1.23


0.8138319,1.69,-2.69,1.22


0.8452085,1.65,-2.7,1.21


0.8701293,1.59,-2.68,1.18


0.8978181,1.57,-2.69,1.16


0.9283831,1.56,-2.67,1.16


0.9771439,1.56,-2.67,1.16


1.01161,1.59,-2.69,1.11


1.038905,1.59,-2.73,1.06


1.074284,1.59,-2.72,1.04


1.098248,1.59,-2.73,1.01


1.130317,1.59,-2.74,0.99


1.164726,1.58,-2.73,0.97


1.203699,1.57,-2.78,0.93


1.253633,1.6,-2.79,0.91


1.278322,1.6,-2.79,0.91


1.31252,1.68,-2.81,0.84


1.338263,1.71,-2.82,0.83


1.366462,1.72,-2.83,0.82


1.393831,1.77,-2.86,0.8


1.419421,1.78,-2.85,0.8


1.470899,1.82,-2.82,0.83


1.491665,1.85,-2.83,0.85


1.508512,1.88,-2.84,0.87


1.54141,1.93,-2.82,0.91


1.56515,1.94,-2.82,0.92


1.590787,1.94,-2.82,0.96


1.61612,1.93,-2.82,0.97


1.643415,1.92,-2.82,0.99


1.687604,1.86,-2.81,1.01


1.705693,1.85,-2.81,1.02


1.726519,1.85,-2.81,1.02


1.756621,1.76,-2.8,1.07


1.783146,1.62,-2.74,1.15


1.805992,1.45,-2.62,1.38


1.832453,0.99,-2.46,1.71


1.86397,0.49,-2.33,1.95


1.910537,-4.52,-2.2,2.11


1.931004,-4.52,-2.2,2.11


1.955159,-6.31,-2.19,2


1.980429,-10.32,-1.76,1.99


2.007415,-11.14,-1.66,1.85


2.032902,-12.8,-1.66,1.37


2.056413,-12.8,-1.66,1.37


2.086283,-13.74,-1.67,1.02


2.129853,-14.67,-1.9,0.42


2.149293,-14.05,-2.04,0.41


