delta time, euler x , euler y , euler z
Min x, Max x, Min y, Max y, Min z, Max z
0.01999999,0,0,0


0.03999998,0,0,0


0.1160123,0,0,0


0.201031,0,0,0


0.214487,0,0,0


0.2640861,0,0,0


0.2819647,0,0,0


0.2949856,0,0,0


0.3128025,0,0,0


0.3303506,0,0,0


0.3507293,0,0,0


0.3738629,0,0,0


0.3884757,0,0,0


0.4036258,0,0,0


0.420327,0,0,0


0.4358575,0,0,0


0.4580556,0,0,0


0.4763712,0,0,0


0.4918198,0,0,0


0.5125975,0,0,0


0.5262629,0,0,0


0.5412762,0,0,0


0.5613363,0,0,0


0.5747177,0,0,0


0.5953482,0,0,0


0.610297,0,0,0


0.627277,0,0,0


0.6400825,0,0,0


0.6589031,0,0,0


0.6722972,0,0,0


0.6919264,0,0,0


0.7050552,0,0,0


0.7197589,0,0,0


0.7329946,0,0,0


0.7557988,0,0,0


0.7711397,0,0,0


0.789184,0,0,0


0.8070014,0,0,0


0.8204978,0,0,0


0.8343065,0,0,0


0.8454593,0,0,0


0.8621321,0,0,0


0.8805408,0,0,0


0.8955899,0,0,0


0.913981,0,0,0


0.9280075,0,0,0


0.9406613,0,0,0


0.9598489,0,0,0


0.9728918,0,0,0


0.9933211,0,0,0


1.004726,0,0,0


1.021863,0,0,0


1.051656,0,0,0


1.066564,0,0,0


1.093604,0,0,0


1.117963,0,0,0


1.129747,0,0,0


1.143053,0,0,0


1.160467,0,0,0


1.175548,0,0,0


1.190962,0,0,0


1.204748,0,0,0


1.223651,0,0,0


1.23817,0,0,0


1.252768,0,0,0


1.267801,0,0,0


1.280075,0,0,0


1.297434,0,0,0


1.311806,0,0,0


1.331254,0,0,0


1.345757,0,0,0


1.363796,0,0,0


1.380895,0,0,0


1.394655,0,0,0


1.407087,0,0,0


1.424152,0,0,0


1.439584,0,0,0


1.458904,0,0,0


1.472354,0,0,0


1.48716,0,0,0


1.506016,0,0,0


1.518723,0,0,0


1.534235,0,0,0


1.551632,0,0,0


1.571304,0,0,0


1.589784,0,0,0


1.601038,0,0,0


1.618146,0,0,0


1.631852,0,0,0


1.654234,0,0,0


1.672071,0,0,0


1.68674,0,0,0


1.700597,0,0,0


1.721109,0,0,0


1.7347,0,0,0


1.755638,0,0,0


1.77061,0,0,0


1.790378,0,0,0


