delta time, euler x , euler y , euler z
Min x, Max x, Min y, Max y, Min z, Max z
0.01999999,0,0,0


0.03999998,-6.2,-0.96,-3.46


0.1814975,-5.05,-0.71,-3.82


0.3048811,-5.31,-0.67,-3.93


0.3500582,-5.57,-0.68,-3.97


0.3884232,-5.61,-0.66,-3.97


0.4369336,-5.58,-0.64,-4.01


0.4789661,-5.44,-0.59,-4.04


0.5180294,-5.35,-0.57,-4.05


0.5618742,-5.16,-0.44,-4.07


0.5998693,-5.18,-0.4,-4.08


0.6418871,-5.12,-0.38,-4.09


0.6791724,-4.79,-0.29,-4.09


0.7159388,-4.11,-0.18,-4.13


0.7614791,-2.74,0.04,-4.31


0.8030261,-1.42,0.05,-4.6


0.8439956,-0.3,-0.09,-4.93


0.8861679,-0.16,-0.55,-5.13


0.9250325,-0.08,-1.59,-5.57


0.9686562,-0.12,-2.17,-5.96


1.008349,-0.5,-3.61,-6.43


1.050032,-0.77,-4.8,-6.92


1.100844,-0.12,-5.78,-7.3


1.143278,0.69,-6.22,-7.63


1.186964,2.73,-6.31,-8.05


1.23708,3.96,-6.21,-8.22


1.286143,6.13,-6.29,-8.42


1.327459,8,-6.33,-8.53


1.367616,10.83,-6.14,-8.74


1.407836,11.16,-6.43,-8.79


1.448699,10.98,-6.63,-8.94


1.48198,10.52,-6.96,-9.05


1.519729,9.27,-8,-9.28


1.563918,8.99,-8.06,-9.29


1.601527,8.6,-8.16,-9.34


1.649445,8.99,-7.99,-9.43


1.706073,9.61,-7.69,-9.48


1.750726,9.61,-7.69,-9.48


1.791949,9.61,-7.69,-9.48


1.833159,9.79,-7.65,-9.49


1.868007,9.96,-7.61,-9.52


1.916258,8.73,-8.6,-9.84


1.957111,8.05,-9.08,-9.95


1.998675,8.05,-9.08,-9.95


2.034272,6.78,-10.51,-10.67


2.087599,6.09,-11.7,-11.15


2.129628,5.86,-12.19,-11.32


2.168834,5.67,-12.4,-11.37


2.216694,4.14,-13.21,-11.35


2.264129,3.01,-13.64,-11.18


2.31569,1.46,-14.11,-10.97


2.352105,0.55,-14.21,-10.75


2.397627,-1.4,-14.19,-10.35


2.434642,-2.84,-14.05,-10.07


2.476174,-3.6,-14,-9.91


2.522575,-6.55,-13.82,-9.31


2.568162,-6.55,-13.82,-9.31


2.610898,-9.56,-13.42,-8.31


2.653362,-12.42,-12.33,-7.07


2.696142,-14.68,-11.59,-6.1


2.737846,-15.99,-11.09,-5.6


