delta time, euler x , euler y , euler z
Min x, Max x, Min y, Max y, Min z, Max z
0.01999999,-0.5,-0.14,-0.09


0.03999998,-0.65,-0.24,-3.91


0.1277256,-0.65,-0.24,-3.91


0.2087657,-0.56,-0.2,-2.35


0.2222151,-0.56,-0.2,-2.35


0.2458562,-0.51,-0.21,-2.3


0.2623429,-0.51,-0.21,-2.3


0.2755436,-0.51,-0.21,-2.3


0.2878331,-0.51,-0.21,-2.3


0.2998466,-0.51,-0.21,-2.3


0.3174458,-0.51,-0.21,-2.3


0.3353795,-0.51,-0.21,-2.3


0.3471583,-0.51,-0.21,-2.3


0.3649243,-0.51,-0.21,-2.3


0.3822139,-0.51,-0.21,-2.3


0.4091879,-0.51,-0.21,-2.3


0.41682,-0.51,-0.21,-2.3


0.4318474,-0.51,-0.21,-2.3


0.4522529,-0.51,-0.21,-2.3


0.4665602,-0.51,-0.21,-2.3


0.479944,-0.51,-0.21,-2.3


0.5023032,-0.51,-0.21,-2.3


0.5143476,-0.51,-0.21,-2.3


0.5327135,-0.51,-0.21,-2.3


0.5450187,-0.51,-0.21,-2.3


0.5609443,-0.51,-0.21,-2.3


0.5779766,-0.51,-0.21,-2.3


0.593971,-0.51,-0.21,-2.3


0.6085918,-0.51,-0.21,-2.3


0.6274693,-0.51,-0.21,-2.3


0.6402552,-0.51,-0.21,-2.3


0.6558522,-0.51,-0.21,-2.31


0.6702609,-0.51,-0.21,-2.31


0.6817911,-0.51,-0.22,-2.31


0.6981984,-0.51,-0.22,-2.31


0.7189441,-0.51,-0.22,-2.31


0.7296137,-0.51,-0.22,-2.31


0.7507622,-0.51,-0.22,-2.31


0.7627766,-0.51,-0.21,-2.31


0.7809425,-0.51,-0.21,-2.31


0.8007947,-0.51,-0.22,-2.31


0.811169,-0.51,-0.22,-2.31


0.8277888,-0.51,-0.22,-2.31


0.8435994,-0.51,-0.22,-2.31


0.8627377,-0.51,-0.22,-2.31


0.8748856,-0.51,-0.22,-2.31


0.8877049,-0.51,-0.22,-2.31


0.9014074,-0.51,-0.22,-2.31


0.9188454,-0.51,-0.21,-2.31


0.9324421,-0.51,-0.21,-2.31


0.9479688,-0.51,-0.21,-2.31


0.9629923,-0.51,-0.21,-2.31


0.9793603,-0.51,-0.21,-2.31


0.9989439,-0.51,-0.21,-2.31


1.012427,-0.51,-0.21,-2.31


1.032418,-0.51,-0.21,-2.31


1.060928,-0.51,-0.21,-2.31


1.07566,-0.51,-0.22,-2.31


1.101515,-0.51,-0.22,-2.31


1.126346,-0.51,-0.22,-2.31


1.137241,-0.51,-0.22,-2.31


1.149874,-0.51,-0.22,-2.31


1.165726,-0.51,-0.21,-2.31


1.180848,-0.51,-0.21,-2.31


1.200242,-0.51,-0.21,-2.31


1.221672,-0.51,-0.21,-2.31


1.237783,-0.51,-0.21,-2.31


1.251547,-0.52,-0.21,-2.31


1.266972,-0.52,-0.21,-2.31


1.286971,-0.52,-0.21,-2.31


1.298666,-0.52,-0.21,-2.31


1.314708,-0.51,-0.21,-2.31


1.331266,-0.51,-0.21,-2.31


1.354209,-0.51,-0.21,-2.31


1.370789,-0.52,-0.21,-2.31


1.387281,-0.52,-0.21,-2.31


1.403065,-0.52,-0.21,-2.31


1.415068,-0.52,-0.21,-2.31


1.430323,-0.52,-0.21,-2.3


1.456325,-0.52,-0.21,-2.3


1.480221,-0.52,-0.21,-2.3


1.497737,-0.52,-0.21,-2.31


1.50904,-0.52,-0.21,-2.31


1.528906,-0.52,-0.21,-2.3


1.543944,-0.52,-0.21,-2.3


1.56257,-0.52,-0.21,-2.3


1.576769,-0.52,-0.21,-2.3


1.595296,-0.52,-0.21,-2.3


1.609088,-0.52,-0.21,-2.3


1.629859,-0.52,-0.21,-2.3


1.642975,-0.52,-0.21,-2.3


1.658301,-0.52,-0.21,-2.3


1.674713,-0.52,-0.21,-2.31


1.694234,-0.52,-0.21,-2.31


1.712816,-0.52,-0.21,-2.31


1.730139,-0.52,-0.21,-2.31


1.74864,-0.52,-0.21,-2.31


1.761217,-0.52,-0.21,-2.3


1.777868,-0.52,-0.21,-2.3


1.804157,-0.52,-0.21,-2.3


