delta time, euler x , euler y , euler z
0.01999999,-0.4,-0.16,-2.65
0.03999998,-0.39,-0.16,-3.53
0.1437331,-0.39,-0.17,-3.68
0.2478121,-0.39,-0.16,-3.68
0.279629,-0.39,-0.16,-3.68
0.3041574,-0.39,-0.16,-3.68
0.3298707,-0.39,-0.16,-3.68
0.3522086,-0.39,-0.16,-3.68
0.3885327,-0.39,-0.16,-3.68
0.410509,-0.39,-0.16,-3.68
0.4339868,-0.39,-0.16,-3.68
0.4644515,-0.39,-0.16,-3.68
0.4931186,-0.39,-0.16,-3.57
0.5202866,-0.39,-0.16,-3.36
0.5496716,-0.4,-0.16,-3.33
0.5777289,-0.43,-0.17,-3.45
0.6225711,-0.39,-0.16,-3.51
0.6435585,-0.46,-0.16,-3.48
0.6639247,-0.73,-0.18,-3.34
0.6901048,-0.74,-0.15,-3.11
0.7121453,-0.75,-0.14,-2.85
0.7304727,-0.75,-0.14,-2.66
0.7548994,-0.76,-0.14,-2.46
0.775332,-0.76,-0.14,-2.46
0.791434,-0.76,-0.14,-2.46
0.8326883,-0.77,-0.14,-2.36
0.8573203,-0.82,-0.15,-2.28
0.8876135,-0.92,-0.14,-2.37
0.9143313,-1.26,-0.16,-2.09
0.9471297,-1.62,-0.16,-0.99
0.9732926,-2.24,-0.16,0.58
1.008333,-3.11,-0.19,1.37
1.067246,-4.71,-0.22,0.84
1.1145,-6.68,-0.04,0.96
1.157401,-7.73,0.16,0.85
1.194821,-9.19,0.2,0.75
1.21941,-9.19,0.2,0.75
1.263675,-12.38,0.23,0.53
1.292237,-14.41,0.19,0.45
1.316794,-15.36,0.17,0.36
1.343657,-16.37,0.19,0.31
1.369016,-16.37,0.19,0.31
1.396907,-19.16,0.31,0.22
1.42226,-20.52,0.32,0.22
1.467041,-22.28,0.47,0.01
1.490952,-22.28,0.47,0.01
1.515738,-23.54,0.64,-0.18
1.543126,-24.87,0.84,-0.35
1.568327,-26.21,0.88,-0.42
1.594935,-27.46,0.89,-0.4
1.616835,-28.12,0.88,-0.4
1.646894,-29.27,0.87,-0.37
1.686982,-30.32,0.82,-0.24
1.715432,-31.26,0.82,-0.26
1.740609,-32.24,0.84,-0.38
1.764967,-32.69,0.85,-0.44
1.788512,-32.69,0.85,-0.44
1.813822,-33.44,0.89,-0.51
1.835922,-34.16,0.83,-0.53
1.865886,-34.5,0.81,-0.61
1.908585,-35.53,0.63,-0.64
1.933933,-35.9,0.54,-0.6
1.965248,-36.87,0.46,-0.55
1.985896,-37.96,0.48,-0.48
2.016823,-39.25,0.53,-0.36
2.037696,-39.89,0.58,-0.27
2.065395,-40.47,0.65,-0.18
2.097962,-42.13,0.88,0.43
2.145474,-43.26,0.97,0.62
2.181137,-44.46,1.02,0.5
2.202465,-45.46,1.12,0.28
2.232816,-46.03,1.19,0.17
2.251364,-46.92,1.29,0.01
2.283131,-47.69,1.29,0.01
2.314868,-48.42,1.27,-0.04
2.349699,-48.91,1.32,-0.1
2.370888,-49.11,1.37,-0.16
2.390349,-49.11,1.37,-0.16
2.403317,-49.11,1.37,-0.16
2.425761,-49.88,1.46,-0.4
2.444661,-49.88,1.46,-0.4
2.463911,-50.62,1.28,-0.37
2.486602,-51.26,1.11,-0.3
2.507345,-51.26,1.11,-0.3
2.529181,-51.46,1.07,-0.26
2.560873,-51.73,1.07,-0.27
2.581283,-51.93,1.06,-0.3
2.601971,-51.93,1.06,-0.3
2.62282,-52.13,1.11,-0.34
